filer,name,ticker,date,type,current_shares,current_value,previous_shares,previous_value,current_percent,previous_percent,rank,previous_rank,change_in_shares,change_type,sector
COATUE MANAGEMENT LLC,"Nextel Communications Inc., Class A",NXTL,3/31/01,SH,79100,1137063,0,0,1.6623,,23,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,"XO Communications, Inc.",XOXO,3/31/01,SH,134000,938000,0,0,1.3713,,24,999999,,new,UTILITIES & TELECOMMUNICATIONS
COATUE MANAGEMENT LLC,Oplink Communications Inc,OPLK,3/31/01,SH,16286,427500,0,0,0.625,,26,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,Avanex Corp,AVNX,3/31/01,SH,28200,298074,0,0,0.4358,,27,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,Focal Communications Corp,FCOM,3/31/01,SH,27800,261494,0,0,0.3823,,28,999999,,new,UTILITIES & TELECOMMUNICATIONS
COATUE MANAGEMENT LLC,METRICOM INC,MCOMQ,3/31/01,SH,126100,260081,0,0,0.3802,,29,999999,,new,UTILITIES & TELECOMMUNICATIONS
COATUE MANAGEMENT LLC,Pegasus Communications,PGTV.PK,3/31/01,SH,10000,230000,0,0,0.3362,,30,999999,,new,UNKNOWN
COATUE MANAGEMENT LLC,"NEON Communications, Inc.",NOPTQ,3/31/01,SH,45500,227500,0,0,0.3326,,31,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,Juno Online Services Inc.,JWEB,3/31/01,SH,194200,218475,0,0,0.3194,,32,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,DSL.net Inc,DSLN,3/31/01,SH,180000,174375,0,0,0.2549,,33,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,United Online Inc,UNTD,3/31/01,SH,79170,173184,0,0,0.2532,,34,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,Globalstar Telecommunications Ltd.,GSTRF,3/31/01,SH,208364,120851,0,0,0.1767,,35,999999,,new,UTILITIES & TELECOMMUNICATIONS
COATUE MANAGEMENT LLC,"Viatel, Inc.",VYTL,3/31/01,SH,205500,115594,0,0,0.169,,36,999999,,new,UTILITIES & TELECOMMUNICATIONS
COATUE MANAGEMENT LLC,"Teligent, Inc.",TGNT,3/31/01,SH,141100,83778,0,0,0.1225,,37,999999,,new,UTILITIES & TELECOMMUNICATIONS
COATUE MANAGEMENT LLC,"CoSine Communications, Inc.",COSN.PK,3/31/01,SH,25000,53125,0,0,0.0777,,38,999999,,new,UNKNOWN
COATUE MANAGEMENT LLC,World Access Inc.,WAXS,3/31/01,SH,178500,44625,0,0,0.0652,,39,999999,,new,UTILITIES & TELECOMMUNICATIONS
COATUE MANAGEMENT LLC,"e.Spire Communications, Inc.",ESPI,3/31/01,SH,115000,39531,0,0,0.0578,,40,999999,,new,UTILITIES & TELECOMMUNICATIONS
COATUE MANAGEMENT LLC,Internet America Inc.,GEEK,3/31/01,SH,25000,12500,0,0,0.0183,,41,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,Perle Systems Ltd. (Ontario),PERL,3/31/01,SH,10000,8438,0,0,0.0123,,42,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,Peregrine Systems Inc. (New),PRGN,6/30/01,SH,364500,10570500,0,0,7.2209,,1,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,AT&T Corp.,T,6/30/01,SH,462000,10164000,0,0,6.9432,,2,999999,,new,UTILITIES & TELECOMMUNICATIONS
COATUE MANAGEMENT LLC,Oracle Corp,ORCL,6/30/01,SH,529000,10051000,0,0,6.866,,3,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,Agere Systems Inc. Class A,AGR,6/30/01,SH,1171200,8549760,0,0,5.8405,,4,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,Clear Channel Communications Inc.,CCU,6/30/01,SH,103900,6514530,134500,7323525,4.4502,10.7066,5,1,-22.7509,reduction,CONSUMER DISCRETIONARY
COATUE MANAGEMENT LLC,EMC Corp.,EMC,6/30/01,SH,216700,6338475,0,0,4.3299,,6,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,"Charter Communications, Inc. (Old) Class A",CHTRQ,6/30/01,SH,261800,6113030,139600,3158450,4.1759,4.6175,7,7,87.5358,addition,CONSUMER DISCRETIONARY
COATUE MANAGEMENT LLC,Rogers Communications Inc. Class B (NYSE),RCI,6/30/01,SH,770600,5837295,0,0,3.9876,,8,999999,,new,CONSUMER DISCRETIONARY
COATUE MANAGEMENT LLC,CBS Corp. (DE) Class B,CBS,6/30/01,SH,107300,5552775,101200,4449764,3.7932,6.5053,9,5,6.0277,addition,CONSUMER DISCRETIONARY
COATUE MANAGEMENT LLC,Motors Liquidation Corp. (Old General Motors Corp.),MTLQQ,6/30/01,SH,259100,5404826,137300,2677350,3.6921,3.9142,10,10,88.7109,addition,CONSUMER DISCRETIONARY
COATUE MANAGEMENT LLC,Novellus Systems Inc.,NVLS,6/30/01,SH,87600,4974804,0,0,3.3984,,11,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,Nokia Corp. ADR Class A,NOK,6/30/01,SH,215500,4781945,0,0,3.2666,,12,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,Leap Wireless International Inc. (New),LEAP,6/30/01,SH,151500,4590450,0,0,3.1358,,13,999999,,new,UTILITIES & TELECOMMUNICATIONS
COATUE MANAGEMENT LLC,"Micron Technology, Inc.",MU,6/30/01,SH,110700,4549770,0,0,3.108,,14,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,Western Wireless Corp.,WWCA,6/30/01,SH,99000,4257000,0,0,2.908,,15,999999,,new,UTILITIES & TELECOMMUNICATIONS
COATUE MANAGEMENT LLC,"Lamar Advertising Co, Class A",LAMR,6/30/01,SH,96100,4228400,138000,5071500,2.8885,7.4143,16,3,-30.3623,reduction,CONSUMER DISCRETIONARY
COATUE MANAGEMENT LLC,RCN Corp (New),RCNI,6/30/01,SH,688700,3780963,265000,1598281,2.5828,2.3366,17,17,159.8868,addition,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,Linear Technology Corp.,LLTC,6/30/01,SH,80300,3550866,0,0,2.4257,,18,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,FreeMarkets Inc.,FMKT,6/30/01,SH,159600,3192000,0,0,2.1805,,19,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,PMC-Sierra Inc.,PMCS,6/30/01,SH,102450,3183122,0,0,2.1745,,20,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,Vodafone Group Plc Sponsored ADR,VOD,6/30/01,SH,135500,3028425,0,0,2.0688,,21,999999,,new,UTILITIES & TELECOMMUNICATIONS
COATUE MANAGEMENT LLC,Dial Global Inc. Class A,DIAL,6/30/01,SH,80300,2959055,80300,1848506,2.0214,2.7024,22,14,0,,CONSUMER DISCRETIONARY
COATUE MANAGEMENT LLC,Entercom Communications Corp.,ETM,6/30/01,SH,42800,2294508,84400,3316920,1.5674,4.8492,23,6,-49.2891,reduction,CONSUMER DISCRETIONARY
COATUE MANAGEMENT LLC,Finisar Corp.,FNSR,6/30/01,SH,11781,1760590,0,0,1.2027,,24,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,Applied Micro Circuits Inc.,AMCC,6/30/01,SH,25196,1733485,0,0,1.1842,,25,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,Avanex Corp,AVNX,6/30/01,SH,170000,1649000,28200,298074,1.1265,0.4358,26,27,502.8369,addition,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,Global Crossing Ltd (New),GLBC,6/30/01,SH,184300,1592352,0,0,1.0878,,27,999999,,new,UTILITIES & TELECOMMUNICATIONS
COATUE MANAGEMENT LLC,Exar Corp.,EXAR,6/30/01,SH,80500,1590680,0,0,1.0866,,28,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,BusinessObjects,BOBJY,6/30/01,SH,62500,1475000,0,0,1.0076,,29,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,"Centillum Communications, Inc.",CTLM,6/30/01,SH,58300,1442342,50400,1231650,0.9853,1.8006,30,22,15.6746,addition,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,Riverstone Networks Inc,RSTN,6/30/01,SH,55500,1103895,0,0,0.7541,,31,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,Network Plus Corp,NPLSQ,6/30/01,SH,324200,878582,324200,1266406,0.6002,1.8514,33,21,0,,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,StorageNetworks Inc,STOR,6/30/01,SH,51000,866490,0,0,0.5919,,34,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,Akamai Technologies Inc.,AKAM,6/30/01,SH,92300,846853,0,0,0.5785,,35,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,Handspring Inc.,HAND,6/30/01,SH,88000,677600,0,0,0.4629,,36,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,"Level 3 Communications, Inc.",LVLT,6/30/01,SH,7333,603900,17767,4630438,0.4125,6.7695,37,4,-58.7269,reduction,UTILITIES & TELECOMMUNICATIONS
COATUE MANAGEMENT LLC,Blucora Inc,BCOR,6/30/01,SH,14120,542208,0,0,0.3704,,38,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,Teradyne Inc.,TER,6/30/01,SH,13000,455000,0,0,0.3108,,39,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,Oplink Communications Inc,OPLK,6/30/01,SH,16286,427500,16286,427500,0.292,0.625,40,26,0,,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,"RF Micro Devices, Inc.",RFMD,6/30/01,CALL,1560,405600,0,0,0.2771,,41,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,"NEON Communications, Inc.",NOPTQ,6/30/01,SH,45500,318045,45500,227500,0.2173,0.3326,42,31,0,,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,Focal Communications Corp,FCOM,6/30/01,SH,129300,305148,27800,261494,0.2085,0.3823,43,28,365.1079,addition,UTILITIES & TELECOMMUNICATIONS
COATUE MANAGEMENT LLC,Juno Online Services Inc.,JWEB,6/30/01,SH,194200,281590,194200,218475,0.1924,0.3194,44,32,0,,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,"XO Communications, Inc.",XOXO,6/30/01,SH,134000,257280,134000,938000,0.1758,1.3713,45,24,0,,UTILITIES & TELECOMMUNICATIONS
COATUE MANAGEMENT LLC,Sonus Networks Inc,SONS,6/30/01,SH,10000,233600,0,0,0.1596,,46,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,Pegasus Communications,PGTV.PK,6/30/01,SH,10000,225000,10000,230000,0.1537,0.3362,47,30,0,,UNKNOWN
COATUE MANAGEMENT LLC,United Online Inc,UNTD,6/30/01,SH,79170,221676,79170,173184,0.1514,0.2532,48,34,0,,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,"McData Corp, Class B",MCDT,6/30/01,SH,10000,218400,0,0,0.1492,,49,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,DSL.net Inc,DSLN,6/30/01,SH,180000,147600,180000,174375,0.1008,0.2549,50,33,0,,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,Ariba Inc.,ARBA,6/30/01,CALL,1667,100000,0,0,0.0683,,51,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,"360 Networks, Inc.",TSIX,6/30/01,SH,466600,97986,466600,1662263,0.0669,2.4301,52,15,0,,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,Globalstar Telecommunications Ltd.,GSTRF,6/30/01,SH,208364,68760,208364,120851,0.047,0.1767,53,35,0,,UTILITIES & TELECOMMUNICATIONS
COATUE MANAGEMENT LLC,Interactive Data Corp.,IDC,6/30/01,SH,7000,63000,0,0,0.043,,54,999999,,new,INDUSTRIALS
COATUE MANAGEMENT LLC,"CoSine Communications, Inc.",COSN.PK,6/30/01,SH,25000,56000,25000,53125,0.0383,0.0777,55,38,0,,UNKNOWN
COATUE MANAGEMENT LLC,Transmeta Corp,TMTA,6/30/01,SH,10000,55800,0,0,0.0381,,56,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,"Level 3 Communications, Inc.",LVLT,6/30/01,CALL,233,43750,0,0,0.0299,,57,999999,,new,UTILITIES & TELECOMMUNICATIONS
COATUE MANAGEMENT LLC,"Exodus Communications, Inc.",EXDS,6/30/01,CALL,5000,37500,0,0,0.0256,,58,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,WinStar Communications Inc.,WCII,6/30/01,SH,645200,36131,645200,1391213,0.0247,2.0339,59,20,0,,UTILITIES & TELECOMMUNICATIONS
COATUE MANAGEMENT LLC,"Books-A-Million, Inc.",BAMM,6/30/01,SH,11000,30250,0,0,0.0207,,60,999999,,new,CONSUMER DISCRETIONARY
COATUE MANAGEMENT LLC,"Teligent, Inc.",TGNT,6/30/01,SH,141100,26809,141100,83778,0.0183,0.1225,61,37,0,,UTILITIES & TELECOMMUNICATIONS
COATUE MANAGEMENT LLC,Peregrine Systems Inc. (New),PRGN,6/30/01,PUT,1440,25200,0,0,0.0172,,62,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,"Cambridge Capital Holdings, Inc.",CCHI,6/30/01,SH,13000,22620,0,0,0.0155,,63,999999,,new,FINANCE
COATUE MANAGEMENT LLC,"Viatel, Inc.",VYTL,6/30/01,SH,205500,18495,205500,115594,0.0126,0.169,64,36,0,,UTILITIES & TELECOMMUNICATIONS
COATUE MANAGEMENT LLC,Accelr8 Technology Corp.,AXK,6/30/01,SH,11000,15620,0,0,0.0107,,65,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,Internet America Inc.,GEEK,6/30/01,SH,25000,15000,25000,12500,0.0102,0.0183,66,41,0,,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,Peapod Inc.,PPOD,6/30/01,SH,14000,14000,0,0,0.0096,,67,999999,,new,CONSUMER STAPLES
COATUE MANAGEMENT LLC,"e.Spire Communications, Inc.",ESPI,6/30/01,SH,115000,11960,115000,39531,0.0082,0.0578,68,40,0,,UTILITIES & TELECOMMUNICATIONS
COATUE MANAGEMENT LLC,World Access Inc.,WAXS,6/30/01,SH,178500,9996,178500,44625,0.0068,0.0652,69,39,0,,UTILITIES & TELECOMMUNICATIONS
COATUE MANAGEMENT LLC,Perle Systems Ltd. (Ontario),PERL,6/30/01,SH,10000,8800,10000,8438,0.006,0.0123,70,42,0,,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,"Northcore Technologies, Inc.",NTLNF,6/30/01,SH,10000,3600,0,0,0.0025,,71,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,C-Phone Corp.,CFON,6/30/01,SH,22000,660,0,0,0.0005,,72,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,IAC/InterActiveCorp,IACI,6/30/01,SH,0,0,31925,3056819,,4.4689,999999,8,-100,soldall,CONSUMER DISCRETIONARY
COATUE MANAGEMENT LLC,Amazon.com Inc.,AMZN,6/30/01,SH,0,0,144500,1478235,,2.1611,999999,19,-100,soldall,CONSUMER DISCRETIONARY
COATUE MANAGEMENT LLC,Emulex Corp.,ELX,6/30/01,SH,0,0,87047,1637572,,2.394,999999,16,-100,soldall,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,"Nextel Communications Inc., Class A",NXTL,6/30/01,SH,0,0,79100,1137063,,1.6623,999999,23,-100,soldall,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,MatrixOne Inc,MONE,6/30/01,SH,0,0,134800,2300025,,3.3625,999999,13,-100,soldall,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,EchoStar Corp.,SATS,6/30/01,SH,0,0,190500,5274469,,7.711,999999,2,-100,soldall,CONSUMER DISCRETIONARY
COATUE MANAGEMENT LLC,Broadbase Software Inc.,BBSW,6/30/01,SH,0,0,1251800,2542719,,3.7173,999999,11,-100,soldall,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,Selectica Inc,SLTC,6/30/01,SH,0,0,27270,2836080,,4.1462,999999,9,-100,soldall,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,"TyCom, Ltd.",TCM,6/30/01,SH,0,0,187800,2469570,,3.6104,999999,12,-100,soldall,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,METRICOM INC,MCOMQ,6/30/01,SH,0,0,126100,260081,,0.3802,999999,29,-100,soldall,UTILITIES & TELECOMMUNICATIONS
COATUE MANAGEMENT LLC,Art Technology Group Inc.,ARTG,6/30/01,SH,0,0,132600,1591200,,2.3263,999999,18,-100,soldall,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,CBS Corp. (DE) Class B,CBS,9/30/01,SH,354600,12233700,107300,5552775,8.3191,3.7932,1,9,230.4753,addition,CONSUMER DISCRETIONARY
COATUE MANAGEMENT LLC,COMCAST HLDGS INC ZERO PREM OPT NT,CCZMP,9/30/01,SH,293200,10517084,0,0,7.1518,,2,999999,,new,UNKNOWN
COATUE MANAGEMENT LLC,"Time Warner, Inc. (New)",TWX,9/30/01,SH,100300,9959790,0,0,6.7728,,3,999999,,new,CONSUMER DISCRETIONARY
COATUE MANAGEMENT LLC,Clear Channel Communications Inc.,CCU,9/30/01,SH,199300,7922175,103900,6514530,5.3872,4.4502,4,5,91.8191,addition,CONSUMER DISCRETIONARY
COATUE MANAGEMENT LLC,Vodafone Group Plc Sponsored ADR,VOD,9/30/01,SH,316900,6959124,135500,3028425,4.7323,2.0688,5,21,133.8745,addition,UTILITIES & TELECOMMUNICATIONS
COATUE MANAGEMENT LLC,Oracle Corp,ORCL,9/30/01,SH,522700,6575566,529000,10051000,4.4715,6.866,6,3,-1.1909,reduction,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,Sprint Corp,S,9/30/01,SH,250000,6572500,0,0,4.4694,,7,999999,,new,UTILITIES & TELECOMMUNICATIONS
COATUE MANAGEMENT LLC,Western Wireless Corp.,WWCA,9/30/01,SH,156200,5276436,99000,4257000,3.588,2.908,8,15,57.7778,addition,UTILITIES & TELECOMMUNICATIONS
COATUE MANAGEMENT LLC,Nokia Corp. ADR Class A,NOK,9/30/01,SH,282700,4424255,215500,4781945,3.0086,3.2666,9,12,31.1833,addition,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,Rogers Communications Inc. Class B (NYSE),RCI,9/30/01,SH,618200,3971935,770600,5837295,2.701,3.9876,10,8,-19.7768,reduction,CONSUMER DISCRETIONARY
COATUE MANAGEMENT LLC,Motors Liquidation Corp. (Old General Motors Corp.),MTLQQ,9/30/01,SH,286300,3816379,259100,5404826,2.5952,3.6921,11,10,10.4979,addition,CONSUMER DISCRETIONARY
COATUE MANAGEMENT LLC,International Rectifier Corp.,IRF,9/30/01,SH,132400,3605252,0,0,2.4516,,12,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,EchoStar Corp.,SATS,9/30/01,SH,141500,3292705,0,0,2.2391,,13,999999,,new,CONSUMER DISCRETIONARY
COATUE MANAGEMENT LLC,Agere Systems Inc. Class A,AGR,9/30/01,SH,690000,2856600,1171200,8549760,1.9425,5.8405,14,4,-41.0861,reduction,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,Atmel Corp.,ATML,9/30/01,SH,409285,2734024,0,0,1.8592,,15,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,Informatica Corp.,INFA,9/30/01,SH,673100,2658745,0,0,1.808,,16,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,"RF Micro Devices, Inc.",RFMD,9/30/01,SH,159500,2647700,0,0,1.8005,,17,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,Broadcom Corporation,BRCM,9/30/01,SH,195150,2641030,0,0,1.7959,,18,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,"TyCom, Ltd.",TCM,9/30/01,SH,304000,2386400,0,0,1.6228,,19,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,FreeMarkets Inc.,FMKT,9/30/01,SH,225000,2380500,159600,3192000,1.6188,2.1805,20,19,40.9774,addition,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,AT&T Corp.,T,9/30/01,SH,115000,2219500,462000,10164000,1.5093,6.9432,21,2,-75.1082,reduction,UTILITIES & TELECOMMUNICATIONS
COATUE MANAGEMENT LLC,Dial Global Inc. Class A,DIAL,9/30/01,SH,98300,2187175,80300,2959055,1.4873,2.0214,22,22,22.4159,addition,CONSUMER DISCRETIONARY
COATUE MANAGEMENT LLC,"Lamar Advertising Co, Class A",LAMR,9/30/01,SH,71000,2152720,96100,4228400,1.4639,2.8885,23,16,-26.1186,reduction,CONSUMER DISCRETIONARY
COATUE MANAGEMENT LLC,Cablevision Systems Corp. Class A,CVC,9/30/01,SH,50000,2047000,0,0,1.392,,24,999999,,new,CONSUMER DISCRETIONARY
COATUE MANAGEMENT LLC,QLogic Corp.,QLGC,9/30/01,SH,193600,1839200,0,0,1.2507,,25,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,"Level 3 Communications, Inc.",LVLT,9/30/01,SH,30793,1745982,7333,603900,1.1873,0.4125,26,37,319.9236,addition,UTILITIES & TELECOMMUNICATIONS
COATUE MANAGEMENT LLC,BusinessObjects,BOBJY,9/30/01,SH,89300,1741350,62500,1475000,1.1841,1.0076,27,29,42.88,addition,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,Vivendi S.A. ADS,V,9/30/01,SH,36700,1701045,0,0,1.1567,,28,999999,,new,CONSUMER DISCRETIONARY
COATUE MANAGEMENT LLC,RCN Corp (New),RCNI,9/30/01,SH,519500,1662400,688700,3780963,1.1305,2.5828,29,17,-24.568,reduction,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,Linear Technology Corp.,LLTC,9/30/01,SH,49900,1636720,80300,3550866,1.113,2.4257,30,18,-37.858,reduction,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,JDS Uniphase Corp.,JDSU,9/30/01,SH,31111,1572972,0,0,1.0696,,31,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,NetApp Inc.,NTAP,9/30/01,SH,216750,1473900,0,0,1.0023,,32,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,Entercom Communications Corp.,ETM,9/30/01,SH,42800,1455200,42800,2294508,0.9896,1.5674,33,23,0,,CONSUMER DISCRETIONARY
COATUE MANAGEMENT LLC,Lexmark International Inc. Class A,LXK,9/30/01,SH,31100,1390481,0,0,0.9455,,34,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,Ariba Inc.,ARBA,9/30/01,SH,114900,1282277,0,0,0.872,,35,999999,,new,INFORMATION TECHNOLOGY
COATUE MANAGEMENT LLC,Price Communications Corp.,PCMC,9/30/01,SH,74500,1262775,0,0,0.8587,,36,999999,,new,UTILITIES & TELECOMMUNICATIONS
COATUE MANAGEMENT LLC,i2 Technologies Inc.,ITWO,9/30/01,SH,286000,983840,0,0,0.669,,37,999999,,new,INFORMATION TECHNOLOGY
