filer,name,ticker,date,type,current_shares,current_value,previous_shares,previous_value,current_percent,previous_percent,rank,previous_rank,change_in_shares,change_type,sector
"ELLIOTT ASSOCIATES, L.P.",Vion Pharmaceuticals Inc.,VIONQ.OB,3/31/01,SH,296611,12605980,0,0,1.0046,,19,999999,,new,HEALTH CARE
"ELLIOTT ASSOCIATES, L.P.",L Brands Inc,LTD,3/31/01,SH,786700,12366924,0,0,0.9855,,20,999999,,new,CONSUMER DISCRETIONARY
"ELLIOTT ASSOCIATES, L.P.",Federated Department Stores Inc,FDS,3/31/01,SH,415416,12189509,0,0,0.9714,,21,999999,,new, 
"ELLIOTT ASSOCIATES, L.P.",Telefonica ADS,TEF,3/31/01,CALL,827742,11975000,0,0,0.9543,,22,999999,,new,UTILITIES & TELECOMMUNICATIONS
"ELLIOTT ASSOCIATES, L.P.","Wyeth, Inc.",WYE,3/31/01,PUT,200000,11750000,0,0,0.9364,,23,999999,,new,HEALTH CARE
"ELLIOTT ASSOCIATES, L.P.",Whirlpool Corp. (DE),WHR,3/31/01,SH,233500,11672666,0,0,0.9302,,24,999999,,new,CONSUMER DISCRETIONARY
"ELLIOTT ASSOCIATES, L.P.",Bear Stearns Companies Inc.,BSC,3/31/01,PUT,250000,11435000,0,0,0.9113,,25,999999,,new,FINANCE
"ELLIOTT ASSOCIATES, L.P.","PNC Financial Services Group, Inc. (The)",PNC,3/31/01,PUT,165000,11178750,0,0,0.8908,,26,999999,,new,FINANCE
"ELLIOTT ASSOCIATES, L.P.",Boeing Company,BA,3/31/01,PUT,200000,11142000,0,0,0.8879,,27,999999,,new,INDUSTRIALS
"ELLIOTT ASSOCIATES, L.P.",Merrill Lynch & Co. Inc.,MER,3/31/01,CALL,200000,11080000,0,0,0.883,,28,999999,,new,FINANCE
"ELLIOTT ASSOCIATES, L.P.","Metromedia International Group, Inc.",MTRMP.PK,3/31/01,SH,3477800,10885514,0,0,0.8675,,29,999999,,new,UTILITIES & TELECOMMUNICATIONS
"ELLIOTT ASSOCIATES, L.P.",Wells Fargo & Co. (New),WFC,3/31/01,PUT,440000,10883400,0,0,0.8673,,30,999999,,new,FINANCE
"ELLIOTT ASSOCIATES, L.P.",Alcoa Inc,AA,3/31/01,PUT,300000,10785000,0,0,0.8595,,31,999999,,new,MATERIALS
"ELLIOTT ASSOCIATES, L.P.",Motors Liquidation Corp. (Old General Motors Corp.),MTLQQ,3/31/01,PUT,206000,10681100,0,0,0.8512,,32,999999,,new,CONSUMER DISCRETIONARY
"ELLIOTT ASSOCIATES, L.P.","Dice, Inc.",DICE,3/31/01,PRN,27470,10438600,0,0,0.8319,,33,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.",Phelps Dodge Corp.,PD,3/31/01,PUT,250000,10045000,0,0,0.8005,,34,999999,,new,MATERIALS
"ELLIOTT ASSOCIATES, L.P.","Lowes Companies, Inc.",LOW,3/31/01,PUT,680000,9936500,0,0,0.7918,,35,999999,,new,CONSUMER DISCRETIONARY
"ELLIOTT ASSOCIATES, L.P.","Amgen, Inc.",AMGN,3/31/01,PUT,160000,9630000,0,0,0.7674,,36,999999,,new,HEALTH CARE
"ELLIOTT ASSOCIATES, L.P.","SK Telecom Co., Ltd. ADR",SKM,3/31/01,SH,625069,9488548,0,0,0.7562,,37,999999,,new,UTILITIES & TELECOMMUNICATIONS
"ELLIOTT ASSOCIATES, L.P.",Lehman Brothers Holding Co. Common Stock,LEHMQ,3/31/01,PUT,150000,9405000,0,0,0.7495,,38,999999,,new,FINANCE
"ELLIOTT ASSOCIATES, L.P.",Intel Corp.,INTC,3/31/01,CALL,350000,9209376,0,0,0.7339,,39,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.",Merck & Co,MRK,3/31/01,PUT,120000,9108000,0,0,0.7258,,40,999999,,new,HEALTH CARE
"ELLIOTT ASSOCIATES, L.P.",American Express,AXP,3/31/01,CALL,220000,9086000,0,0,0.7241,,41,999999,,new,FINANCE
"ELLIOTT ASSOCIATES, L.P.",COMCAST HLDGS INC ZERO PREM OPT NT,CCZMP,3/31/01,PUT,200000,8387500,0,0,0.6684,,42,999999,,new,UNKNOWN
"ELLIOTT ASSOCIATES, L.P.","Live Microsystems, Inc.",LMSC,3/31/01,PRN,1600,8320000,0,0,0.663,,43,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.","Micron Technology, Inc.",MU,3/31/01,PUT,200000,8306000,0,0,0.6619,,44,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.","Pfizer, Inc.",PFE,3/31/01,PUT,200000,8190000,0,0,0.6527,,45,999999,,new,HEALTH CARE
"ELLIOTT ASSOCIATES, L.P.","Cisco Systems, Inc.",CSCO,3/31/01,PUT,500000,7906250,0,0,0.6301,,46,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.",WorldCom Inc.-WorldCom Group,WCOEQ,3/31/01,PUT,400000,7475000,0,0,0.5957,,47,999999,,new,UTILITIES & TELECOMMUNICATIONS
"ELLIOTT ASSOCIATES, L.P.",Schering-Plough Inc.,SGP,3/31/01,CALL,200000,7306000,0,0,0.5822,,48,999999,,new,HEALTH CARE
"ELLIOTT ASSOCIATES, L.P.",Bear Stearns Companies Inc.,BSC,3/31/01,SH,157100,7185754,0,0,0.5726,,49,999999,,new,FINANCE
"ELLIOTT ASSOCIATES, L.P.",Honeywell International Inc.,HON,3/31/01,SH,175000,7140000,0,0,0.569,,50,999999,,new,INDUSTRIALS
"ELLIOTT ASSOCIATES, L.P.",3M Company,MMM,3/31/01,SH,137000,7117150,0,0,0.5672,,51,999999,,new,INDUSTRIALS
"ELLIOTT ASSOCIATES, L.P.",MIPS Technologies Inc.,MIPS,3/31/01,SH,300555,6977293,0,0,0.556,,52,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.",Merrill Lynch & Co. Inc.,MER,3/31/01,PUT,125000,6925000,0,0,0.5519,,53,999999,,new,FINANCE
"ELLIOTT ASSOCIATES, L.P.",QUALCOMM Inc.,QCOM,3/31/01,SH,236200,6680032,0,0,0.5323,,54,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.",Motors Liquidation Corp. (Old General Motors Corp.),MTLQQ,3/31/01,SH,123660,6411772,0,0,0.511,,55,999999,,new,CONSUMER DISCRETIONARY
"ELLIOTT ASSOCIATES, L.P.","Sears, Roebuck & Co.",SRJ,3/31/01,PUT,180000,6348600,0,0,0.5059,,56,999999,,new,CONSUMER DISCRETIONARY
"ELLIOTT ASSOCIATES, L.P.",Phelps Dodge Corp.,PD,3/31/01,SH,156400,6284152,0,0,0.5008,,57,999999,,new,MATERIALS
"ELLIOTT ASSOCIATES, L.P.",Hewlett-Packard Co.,HPQ,3/31/01,PUT,200000,6254000,0,0,0.4984,,58,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.","Texas Instruments, Inc.",TXN,3/31/01,PUT,200000,6196000,0,0,0.4938,,59,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.",Motorola Solutions Inc,MSI,3/31/01,CALL,420000,5989200,0,0,0.4773,,60,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.",Raytheon Co. Class A,RTNA,3/31/01,SH,205000,5986000,0,0,0.477,,61,999999,,new,INDUSTRIALS
"ELLIOTT ASSOCIATES, L.P.",Trane Inc,TT,3/31/01,PUT,100000,5907000,0,0,0.4707,,62,999999,,new,INDUSTRIALS
"ELLIOTT ASSOCIATES, L.P.",Emerson Electric Co.,EMR,3/31/01,SH,190000,5890000,0,0,0.4694,,63,999999,,new,INDUSTRIALS
"ELLIOTT ASSOCIATES, L.P.",CVS Caremark Corp,CVS,3/31/01,PUT,200000,5849000,0,0,0.4661,,64,999999,,new,CONSUMER STAPLES
"ELLIOTT ASSOCIATES, L.P.",NEXPRISE INC,NXPS,3/31/01,PRN,1430,5791500,0,0,0.4615,,65,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.",Workflow Management Inc,WORK,3/31/01,SH,962400,5624025,0,0,0.4482,,66,999999,,new,INDUSTRIALS
"ELLIOTT ASSOCIATES, L.P.","Coach, Inc.",COH,3/31/01,SH,1528000,5521810,0,0,0.44,,67,999999,,new,CONSUMER DISCRETIONARY
"ELLIOTT ASSOCIATES, L.P.",International Business Machines,IBM,3/31/01,SH,56500,5434170,0,0,0.4331,,68,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.","Golden State Bancorp, Inc.",GSB,3/31/01,SH,3931521,5160121,0,0,0.4112,,69,999999,,new,FINANCE
"ELLIOTT ASSOCIATES, L.P.",Stratos International Inc,STLW,3/31/01,SH,513900,5106882,0,0,0.407,,70,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.",Mexico Fund Inc,MXF,3/31/01,SH,320630,5059541,0,0,0.4032,,71,999999,,new,FINANCE
"ELLIOTT ASSOCIATES, L.P.",Providian Financial Corp.,PVN,3/31/01,PUT,100000,4905000,0,0,0.3909,,72,999999,,new,FINANCE
"ELLIOTT ASSOCIATES, L.P.",Lehman Brothers Holding Co. Common Stock,LEHMQ,3/31/01,SH,78000,4890600,0,0,0.3897,,73,999999,,new,FINANCE
"ELLIOTT ASSOCIATES, L.P.",Deutsche Telekom AG ADR,DTEGY,3/31/01,SH,210100,4872220,0,0,0.3883,,74,999999,,new,UTILITIES & TELECOMMUNICATIONS
"ELLIOTT ASSOCIATES, L.P.",Lam Research Corp.,LRCX,3/31/01,PUT,200000,4750000,0,0,0.3785,,75,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.","Amgen, Inc.",AMGN,3/31/01,SH,77400,4653676,0,0,0.3709,,76,999999,,new,HEALTH CARE
"ELLIOTT ASSOCIATES, L.P.",Ford Motor Co.,F,3/31/01,PUT,300000,4639800,0,0,0.3698,,77,999999,,new,CONSUMER DISCRETIONARY
"ELLIOTT ASSOCIATES, L.P.","PNC Financial Services Group, Inc. (The)",PNC,3/31/01,SH,68200,4620550,0,0,0.3682,,78,999999,,new,FINANCE
"ELLIOTT ASSOCIATES, L.P.",Genzyme Corp.,GENZ,3/31/01,PUT,100000,4516500,0,0,0.3599,,79,999999,,new,HEALTH CARE
"ELLIOTT ASSOCIATES, L.P.",Apple Inc,AAPL,3/31/01,PUT,2800000,4414000,0,0,0.3518,,80,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.","POSCO, Inc.",PKX,3/31/01,SH,242500,4352876,0,0,0.3469,,81,999999,,new,MATERIALS
"ELLIOTT ASSOCIATES, L.P.",Boeing Company,BA,3/31/01,SH,77900,4339810,0,0,0.3458,,82,999999,,new,INDUSTRIALS
"ELLIOTT ASSOCIATES, L.P.",Tyco International Ltd. (Bermuda),TYC,3/31/01,PUT,25000,4323000,0,0,0.3445,,83,999999,,new,INDUSTRIALS
"ELLIOTT ASSOCIATES, L.P.",Alcoa Inc,AA,3/31/01,SH,119500,4296026,0,0,0.3424,,84,999999,,new,MATERIALS
"ELLIOTT ASSOCIATES, L.P.",AT&T Corp.,T,3/31/01,SH,200000,4260000,0,0,0.3395,,85,999999,,new,UTILITIES & TELECOMMUNICATIONS
"ELLIOTT ASSOCIATES, L.P.","Argentina Fund, Inc.",AF,3/31/01,SH,411500,4259026,0,0,0.3394,,86,999999,,new,FINANCE
"ELLIOTT ASSOCIATES, L.P.",Nortel Networks Corp. (New),NRTLQ,3/31/01,PUT,300000,4215000,0,0,0.3359,,87,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.",QUADRAMED CORPORATION,QD,3/31/01,PRN,8569,4198810,0,0,0.3346,,88,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.",Ciena Corp,CIEN,3/31/01,SH,14057,4114350,0,0,0.3279,,89,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.",E. I. du Pont de Nemours & Co.,DD,3/31/01,PUT,100000,4070000,0,0,0.3243,,90,999999,,new,MATERIALS
"ELLIOTT ASSOCIATES, L.P.",Capstone Turbine Corp,CPST,3/31/01,SH,137700,3907237,0,0,0.3114,,91,999999,,new,INDUSTRIALS
"ELLIOTT ASSOCIATES, L.P.",Microsoft Corp.,MSFT,3/31/01,PUT,140000,3828126,0,0,0.3051,,92,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.",ASA International Ltd,ASAL,3/31/01,SH,227200,3746528,0,0,0.2986,,93,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.","Hercules, Inc.",HPC,3/31/01,SH,288000,3741120,0,0,0.2981,,94,999999,,new,MATERIALS
"ELLIOTT ASSOCIATES, L.P.",Merck & Co,MRK,3/31/01,SH,49100,3726690,0,0,0.297,,95,999999,,new,HEALTH CARE
"ELLIOTT ASSOCIATES, L.P.",Canadian Pacific Ltd. (1996),CP,3/31/01,SH,100000,3670000,0,0,0.2925,,96,999999,,new,TRANSPORTS
"ELLIOTT ASSOCIATES, L.P.",Methode Electronics Inc,MEI,3/31/01,SH,204100,3635532,0,0,0.2897,,97,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.",Bank One Corp.,ONE,3/31/01,PUT,100000,3618000,0,0,0.2883,,98,999999,,new,FINANCE
"ELLIOTT ASSOCIATES, L.P.",Barrick Gold Corp,ABX,3/31/01,SH,250000,3572501,0,0,0.2847,,99,999999,,new,MATERIALS
"ELLIOTT ASSOCIATES, L.P.",Barrick Gold Corp,ABX,3/31/01,CALL,250000,3572500,0,0,0.2847,,100,999999,,new,MATERIALS
"ELLIOTT ASSOCIATES, L.P.",U.S. Bancorp (New),USB,3/31/01,PUT,150000,3480000,0,0,0.2773,,101,999999,,new,FINANCE
"ELLIOTT ASSOCIATES, L.P.",ACTV Inc.,ACTV,3/31/01,SH,868180,3472720,0,0,0.2767,,102,999999,,new,CONSUMER DISCRETIONARY
"ELLIOTT ASSOCIATES, L.P.","Pfizer, Inc.",PFE,3/31/01,SH,84000,3439800,0,0,0.2741,,103,999999,,new,HEALTH CARE
"ELLIOTT ASSOCIATES, L.P.",SOUTHERN PAC PE ADR,SPPTQ,3/31/01,SH,1932931,3382630,0,0,0.2696,,104,999999,,new,UNKNOWN
"ELLIOTT ASSOCIATES, L.P.",Universal Health Services Class B,UHS,3/31/01,SH,150400,3320080,0,0,0.2646,,105,999999,,new,HEALTH CARE
"ELLIOTT ASSOCIATES, L.P.",Amazon.com Inc.,AMZN,3/31/01,SH,320400,3277692,0,0,0.2612,,106,999999,,new,CONSUMER DISCRETIONARY
"ELLIOTT ASSOCIATES, L.P.",Biogen Inc.,BGEN,3/31/01,PUT,50000,3165626,0,0,0.2523,,107,999999,,new,HEALTH CARE
"ELLIOTT ASSOCIATES, L.P.","Johnson Controls, Inc.",JCI,3/31/01,PUT,300000,3123000,0,0,0.2489,,108,999999,,new,CONSUMER DISCRETIONARY
"ELLIOTT ASSOCIATES, L.P.","Cisco Systems, Inc.",CSCO,3/31/01,SH,192700,3035026,0,0,0.2419,,109,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.",Oracle Corp,ORCL,3/31/01,PUT,200000,2996000,0,0,0.2388,,110,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.",Nortel Networks Corp. (New),NRTLQ,3/31/01,SH,213000,2992650,0,0,0.2385,,111,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.",Chartered Semiconductor Manufacturing Ltd ADR,CHRT,3/31/01,SH,123500,2971718,0,0,0.2368,,112,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.",Hewlett-Packard Co.,HPQ,3/31/01,SH,94100,2942508,0,0,0.2345,,113,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.",EMC Corp.,EMC,3/31/01,CALL,100000,2940000,0,0,0.2343,,114,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.","Micron Technology, Inc.",MU,3/31/01,SH,70500,2927866,0,0,0.2333,,115,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.",KCG Holdings Inc,KCG,3/31/01,PUT,200000,2925000,0,0,0.2331,,116,999999,,new,FINANCE
"ELLIOTT ASSOCIATES, L.P.","Lowes Companies, Inc.",LOW,3/31/01,CALL,200000,2922500,0,0,0.2329,,117,999999,,new,CONSUMER DISCRETIONARY
"ELLIOTT ASSOCIATES, L.P.","Sears, Roebuck & Co.",SRJ,3/31/01,SH,78900,2782804,0,0,0.2218,,118,999999,,new,CONSUMER DISCRETIONARY
"ELLIOTT ASSOCIATES, L.P.",Capital One Financial Corp.,COF,3/31/01,PUT,50000,2775000,0,0,0.2211,,119,999999,,new,FINANCE
"ELLIOTT ASSOCIATES, L.P.",Fastenal Co.,FAST,3/31/01,PUT,400000,2725000,0,0,0.2172,,120,999999,,new,INDUSTRIALS
"ELLIOTT ASSOCIATES, L.P.",Ryder System,R,3/31/01,PUT,150000,2698500,0,0,0.215,,121,999999,,new,TRANSPORTS
"ELLIOTT ASSOCIATES, L.P.",United Technologies Corp.,UTX,3/31/01,SH,73400,2690110,0,0,0.2144,,122,999999,,new,INDUSTRIALS
"ELLIOTT ASSOCIATES, L.P.",FleetBoston Financial Corp.,FBF,3/31/01,PUT,70000,2642500,0,0,0.2106,,123,999999,,new,FINANCE
"ELLIOTT ASSOCIATES, L.P.",Intel Corp.,INTC,3/31/01,PUT,100000,2631250,0,0,0.2097,,124,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.",Target Corp.,TGT,3/31/01,PUT,70000,2525600,0,0,0.2013,,125,999999,,new,CONSUMER DISCRETIONARY
"ELLIOTT ASSOCIATES, L.P.",McData Corp,MCDTA,3/31/01,SH,134200,2516250,0,0,0.2005,,126,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.",Wells Fargo & Co. (New),WFC,3/31/01,SH,93200,2305302,0,0,0.1837,,127,999999,,new,FINANCE
"ELLIOTT ASSOCIATES, L.P.",Krispy Kreme Doughnuts Inc,KKD,3/31/01,SH,126000,2271938,0,0,0.1811,,128,999999,,new,CONSUMER STAPLES
"ELLIOTT ASSOCIATES, L.P.",Superconductor Technologies Inc.,SCON,3/31/01,SH,3625,2229376,0,0,0.1777,,129,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.","MRV Communications, Inc.",MRVC,3/31/01,SH,15840,2197800,0,0,0.1751,,130,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.","Valeant Pharmaceuticals International, Inc (ONT)",VRX,3/31/01,SH,85321,2169713,0,0,0.1729,,131,999999,,new,HEALTH CARE
"ELLIOTT ASSOCIATES, L.P.",Stratos International Inc,STLW,3/31/01,CALL,210000,2100000,0,0,0.1674,,132,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.",Sun Microsystems Inc.,JAVA,3/31/01,PUT,130000,1998100,0,0,0.1592,,133,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.",Union Pacific Corp.,UNP,3/31/01,PUT,142000,1996875,0,0,0.1591,,134,999999,,new,TRANSPORTS
"ELLIOTT ASSOCIATES, L.P.",FleetBoston Financial Corp.,FBF,3/31/01,SH,51600,1947900,0,0,0.1552,,135,999999,,new,FINANCE
"ELLIOTT ASSOCIATES, L.P.",Ford Motor Co.,F,3/31/01,SH,125900,1947169,0,0,0.1552,,136,999999,,new,CONSUMER DISCRETIONARY
"ELLIOTT ASSOCIATES, L.P.","Texas Instruments, Inc.",TXN,3/31/01,SH,61800,1914564,0,0,0.1526,,137,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.",Ashanti Goldfields Ltd.,ASL,3/31/01,SH,936245,1900578,0,0,0.1515,,138,999999,,new,MATERIALS
"ELLIOTT ASSOCIATES, L.P.",Charles Schwab Corp,SCHW,3/31/01,CALL,122000,1881240,0,0,0.1499,,139,999999,,new,FINANCE
"ELLIOTT ASSOCIATES, L.P.",WorldCom Inc.-WorldCom Group,WCOEQ,3/31/01,CALL,100000,1868750,0,0,0.1489,,140,999999,,new,UTILITIES & TELECOMMUNICATIONS
"ELLIOTT ASSOCIATES, L.P.",WorldCom Inc.-WorldCom Group,WCOEQ,3/31/01,SH,99800,1858776,0,0,0.1481,,141,999999,,new,UTILITIES & TELECOMMUNICATIONS
"ELLIOTT ASSOCIATES, L.P.",M.D.C. Holdings Inc.,MDC,3/31/01,SH,61492,1817970,0,0,0.1449,,142,999999,,new,CONSUMER DISCRETIONARY
"ELLIOTT ASSOCIATES, L.P.",Toys R Us Inc.,TOY,3/31/01,SH,71820,1802682,0,0,0.1437,,143,999999,,new,CONSUMER DISCRETIONARY
"ELLIOTT ASSOCIATES, L.P.","APPLIED DIGITAL SOLUTIONS, INC.",DIGA,3/31/01,SH,137013,1781162,0,0,0.1419,,144,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.",Bank of America Corp.,BAC,3/31/01,PUT,65000,1779375,0,0,0.1418,,145,999999,,new,FINANCE
"ELLIOTT ASSOCIATES, L.P.",Mattel Inc.,MAT,3/31/01,PUT,100000,1774000,0,0,0.1414,,146,999999,,new,CONSUMER DISCRETIONARY
"ELLIOTT ASSOCIATES, L.P.",Oracle Corp,ORCL,3/31/01,SH,111100,1664278,0,0,0.1326,,147,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.",Lam Research Corp.,LRCX,3/31/01,SH,69800,1653388,0,0,0.1318,,148,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.",Applied Micro Circuits Inc.,AMCC,3/31/01,CALL,25000,1650000,0,0,0.1315,,149,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.",Ryder System,R,3/31/01,SH,90500,1628096,0,0,0.1297,,150,999999,,new,TRANSPORTS
"ELLIOTT ASSOCIATES, L.P.",E. I. du Pont de Nemours & Co.,DD,3/31/01,SH,40000,1628000,0,0,0.1297,,151,999999,,new,MATERIALS
"ELLIOTT ASSOCIATES, L.P.",Newmont Mining Corp. (Holding Co.),NEM,3/31/01,SH,100000,1612000,0,0,0.1285,,152,999999,,new,MATERIALS
"ELLIOTT ASSOCIATES, L.P.",Newmont Mining Corp. (Holding Co.),NEM,3/31/01,PUT,100000,1612000,0,0,0.1285,,153,999999,,new,MATERIALS
"ELLIOTT ASSOCIATES, L.P.",Penney (J.C.),JCP,3/31/01,CALL,100000,1599000,0,0,0.1274,,154,999999,,new,CONSUMER DISCRETIONARY
"ELLIOTT ASSOCIATES, L.P.","Cisco Systems, Inc.",CSCO,3/31/01,CALL,100000,1581250,0,0,0.126,,155,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.","Lowes Companies, Inc.",LOW,3/31/01,SH,106400,1554770,0,0,0.1239,,156,999999,,new,CONSUMER DISCRETIONARY
"ELLIOTT ASSOCIATES, L.P.",Kohls Corp.,KSS,3/31/01,PUT,25000,1542250,0,0,0.1229,,157,999999,,new,CONSUMER DISCRETIONARY
"ELLIOTT ASSOCIATES, L.P.",Sun Microsystems Inc.,JAVA,3/31/01,CALL,100000,1537000,0,0,0.1225,,158,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.",Oracle Corp,ORCL,3/31/01,CALL,100000,1498000,0,0,0.1194,,159,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.",Riverstone Networks Inc,RSTN,3/31/01,SH,157500,1466718,0,0,0.1169,,160,999999,,new,INFORMATION TECHNOLOGY
"ELLIOTT ASSOCIATES, L.P.",KCG Holdings Inc,KCG,3/31/01,SH,100000,1462500,0,0,0.1165,,161,999999,,new,FINANCE
"ELLIOTT ASSOCIATES, L.P.",Korea Fund,KF,3/31/01,SH,15940,1450540,0,0,0.1156,,162,999999,,new,FINANCE
