filer,name,ticker,date,type,current_shares,current_value,previous_shares,previous_value,current_percent,previous_percent,rank,previous_rank,change_in_shares,change_type,sector
THIRD POINT LLC,Crosskeys Systems Corp.,CKEY,3/31/01,SH,93047,64000,0,0,0.0433,,43,999999,,new,INFORMATION TECHNOLOGY
THIRD POINT LLC,Stamps.com Inc,STMP,3/31/01,SH,8000,48000,0,0,0.0325,,44,999999,,new,CONSUMER DISCRETIONARY
THIRD POINT LLC,"Acrodyne Communications, Inc.",ACRO.PK,3/31/01,SH,75000,47000,0,0,0.0318,,45,999999,,new,INDUSTRIALS
THIRD POINT LLC,Catalyst Semiconductor Inc.,CATS,3/31/01,SH,12100,43000,0,0,0.0291,,46,999999,,new,INFORMATION TECHNOLOGY
THIRD POINT LLC,ImmuLogic Pharmaceutical Corporation Common Stock with Due Bills,IMULZ,3/31/01,SH,525000,32000,0,0,0.0217,,47,999999,,new,HEALTH CARE
THIRD POINT LLC,"GPU, Inc.",GPU,6/30/01,SH,539100,18949000,349100,1342000,13.8223,0.9089,1,25,54.4257,addition,UTILITIES & TELECOMMUNICATIONS
THIRD POINT LLC,Trizec Hahn Corporation,TZH,6/30/01,SH,725000,13188000,0,0,9.62,,3,999999,,new,FINANCE
THIRD POINT LLC,WorldCom Inc.-WorldCom Group,WCOEQ,6/30/01,SH,485848,7885000,0,0,5.7517,,4,999999,,new,UTILITIES & TELECOMMUNICATIONS
THIRD POINT LLC,Enterasys Networks,ETS,6/30/01,SH,261400,5973000,0,0,4.357,,5,999999,,new,INFORMATION TECHNOLOGY
THIRD POINT LLC,Advanta Corp. Class B,ADVNB,6/30/01,SH,423400,5847000,300000,4088000,4.2651,2.7685,6,10,41.1333,addition,FINANCE
THIRD POINT LLC,Gentiva Health Services Inc,GTIV,6/30/01,SH,314310,5595000,309310,5877000,4.0813,3.9801,7,6,1.6165,addition,HEALTH CARE
THIRD POINT LLC,American Physicians Capital Inc,ACAP,6/30/01,SH,379066,5461000,331066,4454000,3.9835,3.0164,8,9,14.4986,addition,FINANCE
THIRD POINT LLC,Bindview Development Corp.,BVEW,6/30/01,SH,2398500,5037000,2394000,7332000,3.6742,4.9655,9,5,0.188,addition,INFORMATION TECHNOLOGY
THIRD POINT LLC,"Intermedia Communications, Inc.",ICIX,6/30/01,SH,353901,5025000,178901,3097000,3.6655,2.0974,10,15,97.8195,addition,UTILITIES & TELECOMMUNICATIONS
THIRD POINT LLC,Local Financial Corp.,LFIN,6/30/01,SH,415100,5023000,415100,5241000,3.664,3.5494,11,7,0,,FINANCE
THIRD POINT LLC,"Siliconix, Inc.",SILI,6/30/01,SH,152600,4757000,0,0,3.47,,12,999999,,new,INFORMATION TECHNOLOGY
THIRD POINT LLC,Napster Inc,NAPS,6/30/01,SH,264600,3358000,0,0,2.4495,,13,999999,,new,INFORMATION TECHNOLOGY
THIRD POINT LLC,Spectrum Control Inc.,SPEC,6/30/01,SH,504000,2974000,459000,3471000,2.1694,2.3507,14,11,9.8039,addition,INFORMATION TECHNOLOGY
THIRD POINT LLC,Catalytica Inc,CTAL,6/30/01,SH,140000,2940000,154837,3223000,2.1446,2.1827,15,14,-9.5823,reduction, 
THIRD POINT LLC,"Cobalt Group, Inc.",CBLT,6/30/01,SH,798258,2674000,798258,2091000,1.9505,1.4161,16,20,0,,INFORMATION TECHNOLOGY
THIRD POINT LLC,CRIIMI MAE Inc (CRI Insured Mortgage Association Inc.),CMM,6/30/01,SH,4000000,2480000,0,0,1.809,,17,999999,,new,FINANCE
THIRD POINT LLC,Endo Internation,ENDP,6/30/01,SH,278900,2454000,478100,3287000,1.7901,2.2261,18,13,-41.6649,reduction,HEALTH CARE
THIRD POINT LLC,Spectrian Corp.,SPCT,6/30/01,SH,151600,2350000,151600,1867000,1.7142,1.2644,19,23,0,,INFORMATION TECHNOLOGY
THIRD POINT LLC,Navigant International Inc,FLYR,6/30/01,SH,154650,2165000,109650,1138000,1.5793,0.7707,20,28,41.0397,addition,CONSUMER DISCRETIONARY
THIRD POINT LLC,ChemFirst Inc.,CEM,6/30/01,SH,75300,1973000,75300,2007000,1.4392,1.3592,21,21,0,,MATERIALS
THIRD POINT LLC,InVentiv Health Inc,VTIV,6/30/01,SH,94500,1847000,320000,4920000,1.3473,3.332,22,8,-70.4688,reduction,HEALTH CARE
THIRD POINT LLC,Guess? Inc.,GES,6/30/01,SH,395800,1326000,395800,1225000,0.9672,0.8296,24,27,0,,CONSUMER DISCRETIONARY
THIRD POINT LLC,Xicor Inc.,XICO,6/30/01,SH,102000,1136000,295000,1033000,0.8287,0.6996,25,30,-65.4237,reduction,INFORMATION TECHNOLOGY
THIRD POINT LLC,"Pinnacle Entertainment, Inc.",PNK,6/30/01,SH,114500,842000,10000,105000,0.6142,0.0711,26,41,1045,addition,FINANCE
THIRD POINT LLC,"Championship Auto Racing Teams, Inc.",CPNT,6/30/01,SH,50000,800000,0,0,0.5836,,27,999999,,new,CONSUMER DISCRETIONARY
THIRD POINT LLC,"Ventas, Inc.",VTR,6/30/01,SH,72800,797000,72800,619000,0.5814,0.4192,28,33,0,,FINANCE
THIRD POINT LLC,American Community Properties Trust,APO,6/30/01,SH,144000,706000,144000,720000,0.515,0.4876,29,32,0,,FINANCE
THIRD POINT LLC,Crosskeys Systems Corp.,CKEY,6/30/01,SH,121892,658000,93047,64000,0.48,0.0433,30,43,31.0005,addition,INFORMATION TECHNOLOGY
THIRD POINT LLC,Price Communications Corp.,PCMC,6/30/01,SH,30000,606000,160000,2754000,0.442,1.8651,31,18,-81.25,reduction,UTILITIES & TELECOMMUNICATIONS
THIRD POINT LLC,PacWest Bancorp (DE),PACW,6/30/01,SH,28745,539000,28745,568000,0.3932,0.3847,32,35,0,,FINANCE
THIRD POINT LLC,"Rockwell Automation, Inc.",ROK,6/30/01,SH,20000,533000,0,0,0.3888,,33,999999,,new,INDUSTRIALS
THIRD POINT LLC,MONY Group Inc.,MNY,6/30/01,SH,7500,301000,7500,249000,0.2196,0.1686,34,37,0,,FINANCE
THIRD POINT LLC,Preview Systems Inc,PRVWZ,6/30/01,SH,75000,241000,75000,202000,0.1758,0.1368,35,38,0,,INFORMATION TECHNOLOGY
THIRD POINT LLC,"Directrix, Inc.",DRCXQ,6/30/01,SH,54312,168000,54312,136000,0.1225,0.0921,36,40,0,,CONSUMER DISCRETIONARY
THIRD POINT LLC,"Acrodyne Communications, Inc.",ACRO.PK,6/30/01,SH,75000,72000,75000,47000,0.0525,0.0318,37,45,0,,INDUSTRIALS
THIRD POINT LLC,SoftQuad Software Ltd.,SXML,6/30/01,SH,47795,52000,133340,267000,0.0379,0.1808,38,36,-64.1555,reduction,INFORMATION TECHNOLOGY
THIRD POINT LLC,ImmuLogic Pharmaceutical Corporation Common Stock with Due Bills,IMULZ,6/30/01,SH,525000,29000,525000,32000,0.0212,0.0217,39,47,0,,HEALTH CARE
THIRD POINT LLC,"Methode Electronics Inc., Class B",MEIB,6/30/01,SH,0,0,32246,574000,,0.3887,999999,34,-100,soldall,INDUSTRIALS
THIRD POINT LLC,Catalyst Semiconductor Inc.,CATS,6/30/01,SH,0,0,12100,43000,,0.0291,999999,46,-100,soldall,INFORMATION TECHNOLOGY
THIRD POINT LLC,Stamps.com Inc,STMP,6/30/01,SH,0,0,8000,48000,,0.0325,999999,44,-100,soldall,CONSUMER DISCRETIONARY
THIRD POINT LLC,VoiceStream Wireless Corp.,VSTR,6/30/01,SH,0,0,103771,9579000,,6.4872,999999,4,-100,soldall,UTILITIES & TELECOMMUNICATIONS
THIRD POINT LLC,Sawtek Inc.,SAWS,6/30/01,SH,0,0,190000,3373000,,2.2843,999999,12,-100,soldall,INFORMATION TECHNOLOGY
THIRD POINT LLC,China Media Group Corp.,CHMD,6/30/01,SH,0,0,121892,1691000,,1.1452,999999,24,-100,soldall,CONSUMER DISCRETIONARY
THIRD POINT LLC,"Sybron Dental Specialties, Inc.",SYD,6/30/01,SH,0,0,48897,1027000,,0.6955,999999,31,-100,soldall,HEALTH CARE
THIRD POINT LLC,InfraSource Services Inc.,IFS,6/30/01,SH,0,0,1090100,12863000,,8.7113,999999,3,-100,soldall,INDUSTRIALS
THIRD POINT LLC,Onvia.com Inc,ONVI,6/30/01,SH,0,0,9908,68000,,0.0461,999999,42,-100,soldall,INFORMATION TECHNOLOGY
THIRD POINT LLC,Sodexho Marriott Services,SDH,6/30/01,SH,0,0,100000,2905000,,1.9674,999999,16,-100,soldall,CONSUMER DISCRETIONARY
THIRD POINT LLC,Georgia-Pacific Corp,GP,6/30/01,SH,0,0,36000,1033000,,0.6996,999999,29,-100,soldall,MATERIALS
THIRD POINT LLC,American Technical Ceramics Inc.,AMK,6/30/01,SH,0,0,17200,151000,,0.1023,999999,39,-100,soldall,INFORMATION TECHNOLOGY
THIRD POINT LLC,Honeywell International Inc.,HON,6/30/01,SH,0,0,425400,17356000,,11.7541,999999,2,-100,soldall,INDUSTRIALS
THIRD POINT LLC,AT&T Corp.,T,6/30/01,SH,0,0,101200,2156000,,1.4601,999999,19,-100,soldall,UTILITIES & TELECOMMUNICATIONS
THIRD POINT LLC,"Agribrands International, Inc.",AGX,6/30/01,SH,0,0,505400,27281000,,18.4757,999999,1,-100,soldall,CONSUMER STAPLES
THIRD POINT LLC,Rogers Corp.,ROG,6/30/01,SH,0,0,81500,2894000,,1.9599,999999,17,-100,soldall,INFORMATION TECHNOLOGY
THIRD POINT LLC,USA Detergents Inc.,USAD,6/30/01,SH,0,0,212500,1229000,,0.8323,999999,26,-100,soldall,CONSUMER STAPLES
THIRD POINT LLC,"GPU, Inc.",GPU,9/30/01,SH,539100,21758000,539100,18949000,15.1024,13.8223,1,1,0,,UTILITIES & TELECOMMUNICATIONS
THIRD POINT LLC,Trizec Hahn Corporation,TZH,9/30/01,SH,716000,12895000,725000,13188000,8.9505,9.62,2,3,-1.2414,reduction,FINANCE
THIRD POINT LLC,InfraSource Services Inc.,IFS,9/30/01,SH,1114800,11705000,0,0,8.1245,,3,999999,,new,INDUSTRIALS
THIRD POINT LLC,Cooper Industries Plc,CBE,9/30/01,SH,470000,9745000,0,0,6.7641,,4,999999,,new,INDUSTRIALS
THIRD POINT LLC,Local Financial Corp.,LFIN,9/30/01,SH,630000,8159000,415100,5023000,5.6632,3.664,6,11,51.7707,addition,FINANCE
THIRD POINT LLC,Motors Liquidation Corp. (Old General Motors Corp.),MTLQQ,9/30/01,SH,500000,6665000,0,0,4.6262,,7,999999,,new,CONSUMER DISCRETIONARY
THIRD POINT LLC,American Physicians Capital Inc,ACAP,9/30/01,SH,412399,6421000,379066,5461000,4.4569,3.9835,8,8,8.7935,addition,FINANCE
THIRD POINT LLC,Gentiva Health Services Inc,GTIV,9/30/01,SH,308810,5555000,314310,5595000,3.8558,4.0813,9,7,-1.7499,reduction,HEALTH CARE
THIRD POINT LLC,Stage Stores Inc (New),SSI,9/30/01,SH,1579607,5221000,0,0,3.6239,,10,999999,,new,CONSUMER DISCRETIONARY
THIRD POINT LLC,Advanta Corp. Class B,ADVNB,9/30/01,SH,400000,3580000,423400,5847000,2.4849,4.2651,11,6,-5.5267,reduction,FINANCE
THIRD POINT LLC,ChemFirst Inc.,CEM,9/30/01,SH,176900,3570000,75300,1973000,2.478,1.4392,12,21,134.927,addition,MATERIALS
THIRD POINT LLC,"Cobalt Group, Inc.",CBLT,9/30/01,SH,850758,2816000,798258,2674000,1.9546,1.9505,13,16,6.5768,addition,INFORMATION TECHNOLOGY
THIRD POINT LLC,Honeywell International Inc.,HON,9/30/01,SH,100000,2640000,0,0,1.8324,,14,999999,,new,INDUSTRIALS
THIRD POINT LLC,AES Corp. (The),AES,9/30/01,SH,200000,2564000,0,0,1.7797,,15,999999,,new,UTILITIES & TELECOMMUNICATIONS
THIRD POINT LLC,Endo Internation,ENDP,9/30/01,SH,221900,2408000,278900,2454000,1.6714,1.7901,16,18,-20.4374,reduction,HEALTH CARE
THIRD POINT LLC,Lincoln National Corp.,LNC,9/30/01,SH,50000,2332000,0,0,1.6187,,17,999999,,new,FINANCE
THIRD POINT LLC,Bindview Development Corp.,BVEW,9/30/01,SH,2490300,2241000,2398500,5037000,1.5555,3.6742,18,9,3.8274,addition,INFORMATION TECHNOLOGY
THIRD POINT LLC,CRIIMI MAE Inc (CRI Insured Mortgage Association Inc.),CMM,9/30/01,SH,5428000,2117000,4000000,2480000,1.4694,1.809,19,17,35.7,addition,FINANCE
THIRD POINT LLC,Aon Plc,AON,9/30/01,SH,50000,2100000,0,0,1.4576,,20,999999,,new,FINANCE
THIRD POINT LLC,"New Century Financial Corp., 9.125% Series A Cumul Redeem Preferred Stock",NEWXQ,9/30/01,SH,191707,1844000,0,0,1.2799,,21,999999,,new,FINANCE
THIRD POINT LLC,"Championship Auto Racing Teams, Inc.",CPNT,9/30/01,SH,100000,1390000,50000,800000,0.9648,0.5836,22,27,100,addition,CONSUMER DISCRETIONARY
THIRD POINT LLC,Ambasadors International Inc,AMIEQ,9/30/01,SH,10375,1378000,0,0,0.9565,,23,999999,,new,CONSUMER DISCRETIONARY
THIRD POINT LLC,Guess? Inc.,GES,9/30/01,SH,395800,1276000,395800,1326000,0.8857,0.9672,24,24,0,,CONSUMER DISCRETIONARY
THIRD POINT LLC,Spectrian Corp.,SPCT,9/30/01,SH,126400,1248000,151600,2350000,0.8662,1.7142,26,19,-16.6227,reduction,INFORMATION TECHNOLOGY
THIRD POINT LLC,"Westar Energy, Inc",WR,9/30/01,SH,73700,1220000,0,0,0.8468,,27,999999,,new,UTILITIES & TELECOMMUNICATIONS
THIRD POINT LLC,Navigant International Inc,FLYR,9/30/01,SH,154650,1183000,154650,2165000,0.8211,1.5793,28,20,0,,CONSUMER DISCRETIONARY
THIRD POINT LLC,FBR Asset Investment Corp.,FB,9/30/01,SH,50000,1155000,0,0,0.8017,,29,999999,,new,FINANCE
THIRD POINT LLC,WorldCom Inc.-WorldCom Group,WCOEQ,9/30/01,SH,65000,989000,485848,7885000,0.6865,5.7517,30,4,-86.6213,reduction,UTILITIES & TELECOMMUNICATIONS
THIRD POINT LLC,Centurylink Inc,CTL,9/30/01,SH,25000,838000,0,0,0.5817,,31,999999,,new,UTILITIES & TELECOMMUNICATIONS
THIRD POINT LLC,"Ventas, Inc.",VTR,9/30/01,SH,72800,790000,72800,797000,0.5483,0.5814,32,28,0,,FINANCE
THIRD POINT LLC,Catalytica Inc,CTAL,9/30/01,SH,101132,774000,140000,2940000,0.5372,2.1446,33,15,-27.7629,reduction, 
THIRD POINT LLC,American Community Properties Trust,APO,9/30/01,SH,144000,734000,144000,706000,0.5095,0.515,34,29,0,,FINANCE
THIRD POINT LLC,"Pinnacle Entertainment, Inc.",PNK,9/30/01,SH,111300,662000,114500,842000,0.4595,0.6142,35,26,-2.7948,reduction,FINANCE
THIRD POINT LLC,PacWest Bancorp (DE),PACW,9/30/01,SH,28745,624000,28745,539000,0.4331,0.3932,36,32,0,,FINANCE
THIRD POINT LLC,Powerwave Technologies Inc.,PWAVQ,9/30/01,SH,10000,594000,0,0,0.4123,,37,999999,,new,INFORMATION TECHNOLOGY
THIRD POINT LLC,Cray Inc.,CRAY,9/30/01,SH,63150,510000,0,0,0.354,,38,999999,,new,INFORMATION TECHNOLOGY
THIRD POINT LLC,Price Communications Corp.,PCMC,9/30/01,SH,30000,509000,30000,606000,0.3533,0.442,39,31,0,,UTILITIES & TELECOMMUNICATIONS
THIRD POINT LLC,"Phoenix Companies, Inc",PNX,9/30/01,SH,1725,499000,0,0,0.3464,,40,999999,,new,FINANCE
THIRD POINT LLC,InVentiv Health Inc,VTIV,9/30/01,SH,90000,370000,94500,1847000,0.2568,1.3473,41,22,-4.7619,reduction,HEALTH CARE
THIRD POINT LLC,Crosskeys Systems Corp.,CKEY,9/30/01,SH,116892,357000,121892,658000,0.2478,0.48,42,30,-4.102,reduction,INFORMATION TECHNOLOGY
THIRD POINT LLC,"Directrix, Inc.",DRCXQ,9/30/01,SH,54312,136000,54312,168000,0.0944,0.1225,43,36,0,,CONSUMER DISCRETIONARY
THIRD POINT LLC,SoftQuad Software Ltd.,SXML,9/30/01,SH,47795,43000,47795,52000,0.0298,0.0379,44,38,0,,INFORMATION TECHNOLOGY
THIRD POINT LLC,ImmuLogic Pharmaceutical Corporation Common Stock with Due Bills,IMULZ,9/30/01,SH,525000,37000,525000,29000,0.0257,0.0212,45,39,0,,HEALTH CARE
THIRD POINT LLC,"Acrodyne Communications, Inc.",ACRO.PK,9/30/01,SH,70000,25000,75000,72000,0.0174,0.0525,46,37,-6.6667,reduction,INDUSTRIALS
THIRD POINT LLC,Preview Systems Inc,PRVWZ,9/30/01,SH,75000,7000,75000,241000,0.0049,0.1758,47,35,0,,INFORMATION TECHNOLOGY
THIRD POINT LLC,"Siliconix, Inc.",SILI,9/30/01,SH,91000,1890,152600,4757000,0.0013,3.47,48,12,-40.367,reduction,INFORMATION TECHNOLOGY
THIRD POINT LLC,MONY Group Inc.,MNY,9/30/01,SH,0,0,7500,301000,,0.2196,999999,34,-100,soldall,FINANCE
THIRD POINT LLC,Spectrum Control Inc.,SPEC,9/30/01,SH,0,0,504000,2974000,,2.1694,999999,14,-100,soldall,INFORMATION TECHNOLOGY
THIRD POINT LLC,Enterasys Networks,ETS,9/30/01,SH,0,0,261400,5973000,,4.357,999999,5,-100,soldall,INFORMATION TECHNOLOGY
THIRD POINT LLC,Xicor Inc.,XICO,9/30/01,SH,0,0,102000,1136000,,0.8287,999999,25,-100,soldall,INFORMATION TECHNOLOGY
THIRD POINT LLC,"Intermedia Communications, Inc.",ICIX,9/30/01,SH,0,0,353901,5025000,,3.6655,999999,10,-100,soldall,UTILITIES & TELECOMMUNICATIONS
THIRD POINT LLC,"Rockwell Automation, Inc.",ROK,9/30/01,SH,0,0,20000,533000,,0.3888,999999,33,-100,soldall,INDUSTRIALS
THIRD POINT LLC,Napster Inc,NAPS,9/30/01,SH,0,0,264600,3358000,,2.4495,999999,13,-100,soldall,INFORMATION TECHNOLOGY
THIRD POINT LLC,Prudential Financial Inc.,PRU,12/31/01,SH,652604,21660000,0,0,13.5463,,1,999999,,new,FINANCE
THIRD POINT LLC,Stage Stores Inc (New),SSI,12/31/01,SH,2069058,21150000,1579607,5221000,13.2273,3.6239,2,10,30.9856,addition,CONSUMER DISCRETIONARY
THIRD POINT LLC,Stilwell Financial Inc.,SVQ,12/31/01,SH,719577,19587000,0,0,12.2498,,3,999999,,new,FINANCE
THIRD POINT LLC,Visteon Corp. (Old),VSTOZ,12/31/01,SH,1109348,16685000,0,0,10.4349,,4,999999,,new,CONSUMER DISCRETIONARY
THIRD POINT LLC,InfraSource Services Inc.,IFS,12/31/01,SH,819333,8849000,1114800,11705000,5.5342,8.1245,6,3,-26.504,reduction,INDUSTRIALS
THIRD POINT LLC,Trizec Hahn Corporation,TZH,12/31/01,SH,526231,8262000,716000,12895000,5.1671,8.9505,7,2,-26.5041,reduction,FINANCE
THIRD POINT LLC,Local Financial Corp.,LFIN,12/31/01,SH,463024,6450000,630000,8159000,4.0339,5.6632,8,6,-26.5041,reduction,FINANCE
THIRD POINT LLC,Kindred Healthcare Inc,KND,12/31/01,SH,102304,5267000,0,0,3.294,,9,999999,,new,HEALTH CARE
THIRD POINT LLC,American Physicians Capital Inc,ACAP,12/31/01,SH,288183,4647000,412399,6421000,2.9063,4.4569,10,8,-30.1203,reduction,FINANCE
THIRD POINT LLC,Bindview Development Corp.,BVEW,12/31/01,SH,1837620,3675000,2490300,2241000,2.2984,1.5555,11,18,-26.2089,reduction,INFORMATION TECHNOLOGY
THIRD POINT LLC,ChemFirst Inc.,CEM,12/31/01,SH,131261,3146000,176900,3570000,1.9675,2.478,12,12,-25.7993,reduction,MATERIALS
THIRD POINT LLC,FirstEnergy Corp.,FE,12/31/01,SH,84349,2951000,0,0,1.8456,,13,999999,,new,UTILITIES & TELECOMMUNICATIONS
THIRD POINT LLC,Ceres Group Inc,CERG,12/31/01,SH,721466,2648000,0,0,1.6561,,14,999999,,new,FINANCE
THIRD POINT LLC,Advanta Corp. Class B,ADVNB,12/31/01,SH,290202,2626000,400000,3580000,1.6423,2.4849,15,11,-27.4495,reduction,FINANCE
THIRD POINT LLC,Motors Liquidation Corp. (Old General Motors Corp.),MTLQQ,12/31/01,SH,146992,2271000,500000,6665000,1.4203,4.6262,16,7,-70.6016,reduction,CONSUMER DISCRETIONARY
THIRD POINT LLC,Lincoln National Corp.,LNC,12/31/01,SH,37575,1825000,50000,2332000,1.1414,1.6187,17,17,-24.85,reduction,FINANCE
THIRD POINT LLC,"Siliconix, Inc.",SILI,12/31/01,SH,58852,1614000,91000,1890,1.0094,0.0013,18,48,-35.3275,reduction,INFORMATION TECHNOLOGY
THIRD POINT LLC,Endo Internation,ENDP,12/31/01,SH,117363,1368000,221900,2408000,0.8556,1.6714,19,16,-47.11,reduction,HEALTH CARE
THIRD POINT LLC,Navigant International Inc,FLYR,12/31/01,SH,116956,1322000,154650,1183000,0.8268,0.8211,20,28,-24.3737,reduction,CONSUMER DISCRETIONARY
THIRD POINT LLC,Ambasadors International Inc,AMIEQ,12/31/01,SH,7698,1293000,10375,1378000,0.8087,0.9565,21,23,-25.8024,reduction,CONSUMER DISCRETIONARY
THIRD POINT LLC,Lundin Oil AB,LOILY,12/31/01,SH,300000,1257000,0,0,0.7861,,23,999999,,new,ENERGY
THIRD POINT LLC,OSI Systems Inc.,OSIS,12/31/01,SH,68403,1244000,0,0,0.778,,24,999999,,new,INFORMATION TECHNOLOGY
THIRD POINT LLC,Guess? Inc.,GES,12/31/01,SH,299330,1122000,395800,1276000,0.7017,0.8857,25,24,-24.3734,reduction,CONSUMER DISCRETIONARY
