filer,name,ticker,date,type,current_shares,current_value,previous_shares,previous_value,current_percent
SOROS FUND MANAGEMENT LLC,"Skyworks Solutions, Inc.",SWKS,12/31/08,PRN,17648000,16489000,0,0,0.3573
SOROS FUND MANAGEMENT LLC,Amdocs Ltd,DOX,12/31/08,PRN,16391000,16309000,2000000,1943000,0.3534
SOROS FUND MANAGEMENT LLC,"Avnet, Inc",AVT,12/31/08,PRN,16000000,15910000,0,0,0.3447
SOROS FUND MANAGEMENT LLC,Informatica Corp.,INFA,12/31/08,PRN,15765000,14805000,0,0,0.3208
SOROS FUND MANAGEMENT LLC,CITI Trends Inc,CTRN,12/31/08,SH,918671,13523000,918671,14965000,0.293
SOROS FUND MANAGEMENT LLC,Google Inc. Class A,GOOGL,12/31/08,SH,43900,13506000,0,0,0.2926
SOROS FUND MANAGEMENT LLC,Lattice Semconductor Corp.,LSCC,12/31/08,SH,8666666,13087000,8206866,16906000,0.2835
SOROS FUND MANAGEMENT LLC,Aracruz Celulose S.A. ADR,ARA,12/31/08,SH,1098731,12394000,0,0,0.2685
SOROS FUND MANAGEMENT LLC,Mechel OAO,MTL,12/31/08,SH,2795500,11182000,0,0,0.2423
SOROS FUND MANAGEMENT LLC,Global Ship Lease Inc,GSL,12/31/08,SH,3750000,10725000,3750000,23888000,0.2324
SOROS FUND MANAGEMENT LLC,ProShares UltraShort Financials ETF,SKF,12/31/08,SH,17625,7262000,0,0,0.1573
SOROS FUND MANAGEMENT LLC,Mercury Computer Systems Inc.,MRCY,12/31/08,SH,955172,6027000,1013241,9018000,0.1306
SOROS FUND MANAGEMENT LLC,Macys Inc,M,12/31/08,SH,571000,5910000,0,0,0.128
SOROS FUND MANAGEMENT LLC,Delta Air Lines Inc. (New),DAL,12/31/08,SH,498500,5713000,0,0,0.1238
SOROS FUND MANAGEMENT LLC,Unibanco-Uniao De Bancos Brasileros,UBB,12/31/08,SH,77250,4992000,62250,6282000,0.1082
SOROS FUND MANAGEMENT LLC,Dr. Pepper Snapple Group Inc.,DPS,12/31/08,SH,231475,3761000,111000,2939000,0.0815
SOROS FUND MANAGEMENT LLC,Allos Therapeutics Inc,ALTH,12/31/08,SH,611353,3741000,611353,4530000,0.0811
SOROS FUND MANAGEMENT LLC,Hewlett-Packard Co.,HPQ,12/31/08,PUT,100000,3629000,0,0,0.0786
SOROS FUND MANAGEMENT LLC,Microsoft Corp.,MSFT,12/31/08,SH,181050,3520000,79000,2109000,0.0763
SOROS FUND MANAGEMENT LLC,Bluefly Inc,BFLY,12/31/08,SH,4860115,3509000,4860115,11518000,0.076
SOROS FUND MANAGEMENT LLC,Covidien plc,COV,12/31/08,SH,84000,3044000,0,0,0.066
SOROS FUND MANAGEMENT LLC,Cirrus Logic,CRUS,12/31/08,SH,1106666,2966000,0,0,0.0643
SOROS FUND MANAGEMENT LLC,Lender Processing Services Inc,LPS,12/31/08,SH,89630,2640000,60000,1831000,0.0572
SOROS FUND MANAGEMENT LLC,Emulex Corp.,ELX,12/31/08,SH,372666,2601000,2146666,22905000,0.0564
SOROS FUND MANAGEMENT LLC,CA Inc,CA,12/31/08,SH,136804,2535000,48804,974000,0.0549
SOROS FUND MANAGEMENT LLC,"Fidelity National Information Services, Inc.",FIS,12/31/08,SH,150391,2447000,175891,3247000,0.053
SOROS FUND MANAGEMENT LLC,Lorillard Inc,LO,12/31/08,SH,129165,2426000,60000,1423000,0.0526
SOROS FUND MANAGEMENT LLC,TeraData Corp. (New),TDC,12/31/08,SH,147500,2187000,110000,2145000,0.0474
SOROS FUND MANAGEMENT LLC,NII HOLDINGS INC CL B,NIHDQ,12/31/08,SH,120000,2182000,65145,2470000,0.0473
SOROS FUND MANAGEMENT LLC,Symantec Corp.,SYMC,12/31/08,SH,160000,2163000,0,0,0.0469
SOROS FUND MANAGEMENT LLC,"Hunt (J.B.) Transport Services, Inc.",JBHT,12/31/08,SH,76500,2010000,0,0,0.0435
SOROS FUND MANAGEMENT LLC,"Texas Instruments, Inc.",TXN,12/31/08,SH,127500,1979000,0,0,0.0429
SOROS FUND MANAGEMENT LLC,Internet Brands Inc,INET,12/31/08,SH,317258,1846000,317258,2211000,0.04
SOROS FUND MANAGEMENT LLC,Amdocs Ltd,DOX,12/31/08,SH,95000,1738000,0,0,0.0377
SOROS FUND MANAGEMENT LLC,CME Group Inc,CME,12/31/08,SH,40000,1665000,40000,2972000,0.0361
SOROS FUND MANAGEMENT LLC,Yahoo! Inc.,YHOO,12/31/08,SH,130800,1596000,0,0,0.0346
SOROS FUND MANAGEMENT LLC,Goldman Sachs Group,GS,12/31/08,SH,18000,1519000,12800,1638000,0.0329
SOROS FUND MANAGEMENT LLC,Wind River Systems Inc.,WIND,12/31/08,SH,166666,1505000,3221031,32210000,0.0326
SOROS FUND MANAGEMENT LLC,"Cadence Design Systems, Inc.",CDNS,12/31/08,SH,400000,1464000,295000,1994000,0.0317
SOROS FUND MANAGEMENT LLC,Cardiovascular Systems Inc,CSII,12/31/08,SH,1487808,1384000,1487808,1800000,0.03
SOROS FUND MANAGEMENT LLC,MasterCard Inc. Class A,MA,12/31/08,SH,70000,1001000,40000,709000,0.0217
SOROS FUND MANAGEMENT LLC,"Discovery Communications Inc, Class A",DISCA,12/31/08,SH,65500,927000,0,0,0.0201
SOROS FUND MANAGEMENT LLC,Discovery Communications Inc Series C,DISCK,12/31/08,SH,131000,877000,0,0,0.019
SOROS FUND MANAGEMENT LLC,"CBL & Associates Properties, Inc.",CBL,12/31/08,SH,127837,831000,0,0,0.018
SOROS FUND MANAGEMENT LLC,GLOBAL SHIP LEASE INC NEW WT EXP 08/24/2010,GSL-WS,12/31/08,SH,3750000,638000,3750000,2700000,0.0138
SOROS FUND MANAGEMENT LLC,Solera Holdings Inc,SLH,12/31/08,SH,24900,600000,0,0,0.013
SOROS FUND MANAGEMENT LLC,AT&T Inc,T,12/31/08,SH,20000,570000,85000,2373000,0.0123
SOROS FUND MANAGEMENT LLC,EMC Corp.,EMC,12/31/08,SH,49000,513000,0,0,0.0111
SOROS FUND MANAGEMENT LLC,Genworth Financial Inc. Class A,GNW,12/31/08,SH,127000,359000,0,0,0.0078
SOROS FUND MANAGEMENT LLC,Clean Energy Fuels Corp,CLNE,12/31/08,SH,56306,340000,56306,797000,0.0074
SOROS FUND MANAGEMENT LLC,Verizon Communications,VZ,12/31/08,SH,10000,339000,40000,1284000,0.0073
SOROS FUND MANAGEMENT LLC,ProShares UltraShort Russell 2000 Value,SJH,12/31/08,SH,328,333000,0,0,0.0072
SOROS FUND MANAGEMENT LLC,SPDR Gold Trust ETF,GLD,12/31/08,SH,3500,303000,0,0,0.0066
SOROS FUND MANAGEMENT LLC,Time Warner Cable Inc.,TWC,12/31/08,SH,4565,294000,4565,331000,0.0064
SOROS FUND MANAGEMENT LLC,Digirad Corp,DRAD,12/31/08,SH,473652,275000,473652,540000,0.006
SOROS FUND MANAGEMENT LLC,Radware Ltd.,RDWR,12/31/08,SH,92530,249000,157754,657000,0.0054
SOROS FUND MANAGEMENT LLC,Kinross Gold Corp. ADR,KGC,12/31/08,SH,10000,184000,0,0,0.004
SOROS FUND MANAGEMENT LLC,BigBand Networks Inc,BBND,12/31/08,SH,26650,147000,172500,637000,0.0032
SOROS FUND MANAGEMENT LLC,Sprint Corp,S,12/31/08,SH,80000,146000,80000,488000,0.0032
SOROS FUND MANAGEMENT LLC,Ciena Corp,CIEN,12/31/08,SH,20000,134000,50000,504000,0.0029
SOROS FUND MANAGEMENT LLC,Greenlight Capital Re Ltd,GLRE,12/31/08,SH,10000,130000,55000,1264000,0.0028
SOROS FUND MANAGEMENT LLC,"TW Telecom Inc, Class A",TWTC,12/31/08,SH,15000,127000,30000,312000,0.0028
SOROS FUND MANAGEMENT LLC,Harmonic Inc.,HLIT,12/31/08,SH,20000,112000,0,0,0.0024
SOROS FUND MANAGEMENT LLC,Mylan Inc,MYL,12/31/08,SH,10000,99000,0,0,0.0021
SOROS FUND MANAGEMENT LLC,Paetec Holding Corp,PAET,12/31/08,SH,50000,72000,100000,215000,0.0016
SOROS FUND MANAGEMENT LLC,Rovi Corp,ROVI,12/31/08,SH,171,2000,171,3000,0
SOROS FUND MANAGEMENT LLC,Blackberry Ltd.,BBRY,12/31/08,SH,0,0,1610810,110018000,
SOROS FUND MANAGEMENT LLC,"Suncor Energy, Inc.",SU,12/31/08,SH,0,0,503000,21196000,
SOROS FUND MANAGEMENT LLC,Bank of America Corp.,BAC,12/31/08,SH,0,0,118000,4130000,
SOROS FUND MANAGEMENT LLC,General Growth Properties Inc. (DE),GGP,12/31/08,SH,0,0,143900,2173000,
SOROS FUND MANAGEMENT LLC,"Micron Technology, Inc.",MU,12/31/08,SH,0,0,50000,203000,
SOROS FUND MANAGEMENT LLC,Collective Brands Inc.,PSS,12/31/08,SH,0,0,192000,3516000,
SOROS FUND MANAGEMENT LLC,CSG Systems International Inc.,CSGS,12/31/08,SH,0,0,100000,1753000,
SOROS FUND MANAGEMENT LLC,Novell Inc.,NOVL,12/31/08,PRN,0,0,80778000,77143000,
SOROS FUND MANAGEMENT LLC,"Veeco Instruments, Inc. (DE)",VECO,12/31/08,PRN,0,0,4545000,4545000,
SOROS FUND MANAGEMENT LLC,NASDAQ OMX Group,NDAQ,12/31/08,SH,0,0,71800,2195000,
SOROS FUND MANAGEMENT LLC,Bank of New York Mellon Corp.,BK,12/31/08,SH,0,0,57000,1857000,
SOROS FUND MANAGEMENT LLC,Kimco Realty Corp.,KIM,12/31/08,SH,0,0,55600,2054000,
SOROS FUND MANAGEMENT LLC,Buffalo Wild Wings Inc,BWLD,12/31/08,SH,0,0,465973,18751000,
SOROS FUND MANAGEMENT LLC,Medivation Inc.,MDVN,12/31/08,SH,0,0,20000,265000,
SOROS FUND MANAGEMENT LLC,ITT Corp. (New),ITT,12/31/08,SH,0,0,2000,222000,
SOROS FUND MANAGEMENT LLC,Chesapeake Energy Corp.,CHK,12/31/08,SH,0,0,579000,20763000,
SOROS FUND MANAGEMENT LLC,Amazon.com Inc.,AMZN,12/31/08,SH,0,0,6000,437000,
SOROS FUND MANAGEMENT LLC,Entergy Corp.,ETR,12/31/08,SH,0,0,31000,2759000,
SOROS FUND MANAGEMENT LLC,Auxilium Pharmaceuticals Inc,AUXL,12/31/08,SH,0,0,1041180,33734000,
SOROS FUND MANAGEMENT LLC,iShares Trust Dow Jones U.S. Real Estate Index Fund,IYR,12/31/08,SH,0,0,1300000,80535000,
SOROS FUND MANAGEMENT LLC,PowerShares QQQ Trust - Unit Series 1,QQQ,12/31/08,SH,0,0,2000000,77820000,
SOROS FUND MANAGEMENT LLC,Alcatel-Lucent ADS,ALU,12/31/08,SH,0,0,50000,192000,
SOROS FUND MANAGEMENT LLC,Centennial Communications Corp. (New) Class A,CYCL,12/31/08,SH,0,0,498546,3111000,
SOROS FUND MANAGEMENT LLC,CarMax Inc.,KMX,12/31/08,PUT,0,0,280000,3920000,
SOROS FUND MANAGEMENT LLC,CarMax Inc.,KMX,12/31/08,SH,0,0,50000,700000,
SOROS FUND MANAGEMENT LLC,GATX Corp.,GMT,12/31/08,SH,0,0,22100,874000,
SOROS FUND MANAGEMENT LLC,International Rectifier Corp.,IRF,12/31/08,SH,0,0,995666,18938000,
SOROS FUND MANAGEMENT LLC,Intersil Corp.,ISIL,12/31/08,CALL,0,0,125000,2073000,
SOROS FUND MANAGEMENT LLC,Frontline Ltd. (Bermuda) Sponsored ADR,FRO,12/31/08,SH,0,0,219000,10532000,
SOROS FUND MANAGEMENT LLC,RadiSys Corp.,RSYS,12/31/08,PRN,0,0,20039000,19864000,
SOROS FUND MANAGEMENT LLC,RadiSys Corp.,RSYS,12/31/08,SH,0,0,37000,318000,
SOROS FUND MANAGEMENT LLC,Whiting Petroleum Corp. (New),WLL,12/31/08,SH,0,0,740034,26367000,
SOROS FUND MANAGEMENT LLC,Extreme Networks Inc.,EXTR,12/31/08,SH,0,0,170799,576000,
SOROS FUND MANAGEMENT LLC,Tekelec Inc.,TKLC,12/31/08,SH,0,0,70000,979000,
SOROS FUND MANAGEMENT LLC,Companhia Siderurgica Nacional ADR,SID,12/31/08,SH,0,0,318978,3391000,
SOROS FUND MANAGEMENT LLC,EchoStar Corp.,SATS,12/31/08,SH,0,0,25500,615000,
SOROS FUND MANAGEMENT LLC,"SunTrust Banks, Inc.",STI,12/31/08,SH,0,0,60500,2722000,
SOROS FUND MANAGEMENT LLC,"Ticketmaster Entertainment, Inc.",TKTM,12/31/08,SH,0,0,127691,1370000,
SOROS FUND MANAGEMENT LLC,HSN Inc,HSNI,12/31/08,SH,0,0,145400,1601000,
SOROS FUND MANAGEMENT LLC,Companhia Vale de Rio Doce S.A. ADR,VALE,12/31/08,CALL,0,0,490000,9384000,
SOROS FUND MANAGEMENT LLC,Anheuser-Busch,BUD,12/31/08,SH,0,0,200862,13032000,
SOROS FUND MANAGEMENT LLC,Petroleo Brasileiro SA (Petrobras) ADR,PBR,3/31/09,SH,31601715,962904000,36798937,901206000,21.3313
SOROS FUND MANAGEMENT LLC,Potash Corp. of Saskatchewan Inc.,POT,3/31/09,SH,17086509,460254000,17779398,433936000,10.1961
SOROS FUND MANAGEMENT LLC,"RF Micro Devices, Inc.",RFMD,3/31/09,PRN,433706000,311573000,380670000,252164000,6.9023
SOROS FUND MANAGEMENT LLC,Linear Technology Corp.,LLTC,3/31/09,PRN,213893000,203733000,186893000,171942000,4.5133
SOROS FUND MANAGEMENT LLC,LSI Corp. (CA),LSI,3/31/09,PRN,208668000,202408000,192250000,181316000,4.484
SOROS FUND MANAGEMENT LLC,Hess Corp,HES,3/31/09,SH,3660302,198388000,4077802,218733000,4.3949
SOROS FUND MANAGEMENT LLC,"McData Corp, Class B",MCDT,3/31/09,PRN,169433000,163503000,92911000,84897000,3.6221
SOROS FUND MANAGEMENT LLC,ConocoPhillips,COP,3/31/09,SH,4135850,161960000,3423350,177330000,3.5879
SOROS FUND MANAGEMENT LLC,Rovi Corp,ROVI,3/31/09,PRN,129224000,118886000,110249000,84958000,2.6337
SOROS FUND MANAGEMENT LLC,"Lowes Companies, Inc.",LOW,3/31/09,SH,5362000,97857000,1099000,23650000,2.1678
SOROS FUND MANAGEMENT LLC,Wal-Mart Stores,WMT,3/31/09,SH,1817589,94696000,470000,26348000,2.0978
SOROS FUND MANAGEMENT LLC,"Home Depot, Inc. (The)",HD,3/31/09,SH,3928500,92555000,1036000,23849000,2.0504
SOROS FUND MANAGEMENT LLC,Tech Data Corp.,TECD,3/31/09,PRN,101121000,88481000,75123000,56740000,1.9601
SOROS FUND MANAGEMENT LLC,Macys Inc,M,3/31/09,SH,9846947,87638000,571000,5910000,1.9415
SOROS FUND MANAGEMENT LLC,Agere Systems Inc. Class A,AGR,3/31/09,PRN,83666000,84084000,80801000,80195000,1.8627
SOROS FUND MANAGEMENT LLC,Heinz (H.J.) Co.,HNZ,3/31/09,SH,2488500,82270000,650000,24440000,1.8225
SOROS FUND MANAGEMENT LLC,"Best Buy Co., Inc.",BBY,3/31/09,SH,1919835,72877000,9505828,267209000,1.6145
SOROS FUND MANAGEMENT LLC,Entergy Corp.,ETR,3/31/09,SH,968000,65911000,0,0,1.4601
SOROS FUND MANAGEMENT LLC,Plains Exploration & Production Co. LP,PXP,3/31/09,SH,3589226,61842000,0,0,1.37
SOROS FUND MANAGEMENT LLC,Flextronics International Inc.,FLEX,3/31/09,PRN,59571000,54954000,40407000,34952000,1.2174
SOROS FUND MANAGEMENT LLC,Wthrfrd Intl Plc,WFT,3/31/09,SH,4963000,54940000,0,0,1.2171
SOROS FUND MANAGEMENT LLC,Hologic Inc.,HOLX,3/31/09,SH,3819000,49991000,2013500,26316000,1.1075
SOROS FUND MANAGEMENT LLC,Walgreen Co.,WAG,3/31/09,SH,1885000,48935000,0,0,1.0841
SOROS FUND MANAGEMENT LLC,Union Pacific Corp.,UNP,3/31/09,SH,2374598,48810000,3421526,81774000,1.0813
SOROS FUND MANAGEMENT LLC,Symmetricom Inc.,SYMM,3/31/09,PRN,46410000,40609000,46410000,37086000,0.8996
SOROS FUND MANAGEMENT LLC,American Electric Power Co.,AEP,3/31/09,SH,1579000,39886000,0,0,0.8836
SOROS FUND MANAGEMENT LLC,Donnelley (R. R.) & Sons,RRD,3/31/09,SH,5013525,36749000,5013525,68084000,0.8141
SOROS FUND MANAGEMENT LLC,Smucker (J.M.) Co. (New),SJM,3/31/09,SH,899000,33506000,0,0,0.7423
SOROS FUND MANAGEMENT LLC,Kohls Corp.,KSS,3/31/09,SH,732353,30993000,0,0,0.6866
SOROS FUND MANAGEMENT LLC,Brinks Home Security Inc.,CFL,3/31/09,SH,1171815,26483000,1146542,25132000,0.5867
SOROS FUND MANAGEMENT LLC,Occidental Petroleum Corp.,OXY,3/31/09,PUT,450000,25043000,0,0,0.5548
SOROS FUND MANAGEMENT LLC,CITI Trends Inc,CTRN,3/31/09,SH,918671,21028000,918671,13523000,0.4658
SOROS FUND MANAGEMENT LLC,Novell Inc.,NOVL,3/31/09,PRN,21279000,21013000,0,0,0.4655
SOROS FUND MANAGEMENT LLC,iShares Inc. - MSCI Mexico Capped Investable Market Index Fund,EWW,3/31/09,PUT,760000,20763000,0,0,0.46
SOROS FUND MANAGEMENT LLC,Arch Coal Inc. ,ACI,3/31/09,SH,1450861,19398000,4829486,78672000,0.4297
SOROS FUND MANAGEMENT LLC,DESARROLLAD ADR,DHOXQ,3/31/09,SH,1267026,16775000,2762680,63072000,0.3716
SOROS FUND MANAGEMENT LLC,Lattice Semconductor Corp.,LSCC,3/31/09,SH,11166666,15410000,8666666,13087000,0.3414
SOROS FUND MANAGEMENT LLC,Weyerhaeuser Corp.,WY,3/31/09,SH,400000,11028000,0,0,0.2443
SOROS FUND MANAGEMENT LLC,"Coach, Inc.",COH,3/31/09,SH,610000,10187000,0,0,0.2257
SOROS FUND MANAGEMENT LLC,NRG Energy Inc,NRG,3/31/09,SH,510823,8990000,0,0,0.1992
SOROS FUND MANAGEMENT LLC,Lubrizol Corp.,LZ,3/31/09,SH,260000,8843000,0,0,0.1959
SOROS FUND MANAGEMENT LLC,MAP Pharmaceuticals Inc,MAPP,3/31/09,SH,4076169,8560000,4076169,28452000,0.1896
SOROS FUND MANAGEMENT LLC,Global Ship Lease Inc,GSL,3/31/09,SH,3750000,7575000,3750000,10725000,0.1678
SOROS FUND MANAGEMENT LLC,Nabors Industries Ltd.,NBR,3/31/09,SH,750000,7493000,0,0,0.166
SOROS FUND MANAGEMENT LLC,"Public Service Enterprise Group, Inc.",PEG,3/31/09,SH,250000,7368000,0,0,0.1632
SOROS FUND MANAGEMENT LLC,Crown Holdings Inc.,CCK,3/31/09,SH,300000,6819000,0,0,0.1511
SOROS FUND MANAGEMENT LLC,Navistar International Corp,NAV,3/31/09,SH,200000,6692000,0,0,0.1482
SOROS FUND MANAGEMENT LLC,Cirrus Logic,CRUS,3/31/09,SH,1766666,6643000,1106666,2966000,0.1472
SOROS FUND MANAGEMENT LLC,Yamana Gold Inc.,AUY,3/31/09,SH,700000,6475000,0,0,0.1434
SOROS FUND MANAGEMENT LLC,DPL Incorporated,DPL,3/31/09,SH,280000,6311000,0,0,0.1398
SOROS FUND MANAGEMENT LLC,Mercury Computer Systems Inc.,MRCY,3/31/09,SH,1111219,6145000,955172,6027000,0.1361
SOROS FUND MANAGEMENT LLC,Emulex Corp.,ELX,3/31/09,SH,1166666,5868000,372666,2601000,0.13
SOROS FUND MANAGEMENT LLC,Allegheny Energy,AYE,3/31/09,SH,250000,5793000,0,0,0.1283
SOROS FUND MANAGEMENT LLC,Williams Cos. (The)  ,WMB,3/31/09,SH,500000,5690000,0,0,0.1261
SOROS FUND MANAGEMENT LLC,PPL Corp.,PPL,3/31/09,SH,175000,5024000,0,0,0.1113
SOROS FUND MANAGEMENT LLC,Covanta Holding Corp.,CVA,3/31/09,SH,363500,4758000,0,0,0.1054
SOROS FUND MANAGEMENT LLC,Methanex Corp,MEOH,3/31/09,SH,600000,4686000,0,0,0.1038
SOROS FUND MANAGEMENT LLC,Dr. Pepper Snapple Group Inc.,DPS,3/31/09,SH,270475,4574000,231475,3761000,0.1013
SOROS FUND MANAGEMENT LLC,Bluefly Inc,BFLY,3/31/09,SH,4860115,4569000,4860115,3509000,0.1012
SOROS FUND MANAGEMENT LLC,SPDR Gold Trust ETF,GLD,3/31/09,SH,50000,4514000,3500,303000,0.1
SOROS FUND MANAGEMENT LLC,Frontier Oil Co.,FTO,3/31/09,SH,350000,4477000,0,0,0.0992
SOROS FUND MANAGEMENT LLC,"Vishay Intertechnology, Inc.",VSH,3/31/09,SH,1146666,3990000,0,0,0.0884
SOROS FUND MANAGEMENT LLC,Northeast Utilities,NU,3/31/09,SH,180000,3886000,0,0,0.0861
SOROS FUND MANAGEMENT LLC,Petrohawk Energy Corp,HK,3/31/09,SH,66667,3846000,0,0,0.0852
SOROS FUND MANAGEMENT LLC,TeraData Corp. (New),TDC,3/31/09,SH,235700,3823000,147500,2187000,0.0847
SOROS FUND MANAGEMENT LLC,Allos Therapeutics Inc,ALTH,3/31/09,SH,611353,3778000,611353,3741000,0.0837
SOROS FUND MANAGEMENT LLC,NV Energy Inc,NVE,3/31/09,SH,400000,3756000,0,0,0.0832
SOROS FUND MANAGEMENT LLC,International Rectifier Corp.,IRF,3/31/09,SH,276666,3738000,0,0,0.0828
SOROS FUND MANAGEMENT LLC,Terra Industries Inc,TRA,3/31/09,SH,100000,2809000,0,0,0.0622
SOROS FUND MANAGEMENT LLC,Lorillard Inc,LO,3/31/09,SH,129165,2658000,129165,2426000,0.0589
SOROS FUND MANAGEMENT LLC,AT&T Inc,T,3/31/09,SH,100000,2520000,20000,570000,0.0558
SOROS FUND MANAGEMENT LLC,Western Union Co. (New),WU,3/31/09,SH,167000,2099000,0,0,0.0465
SOROS FUND MANAGEMENT LLC,EMC Corp.,EMC,3/31/09,SH,179000,2041000,49000,513000,0.0452
SOROS FUND MANAGEMENT LLC,CME Group Inc,CME,3/31/09,SH,40000,1971000,40000,1665000,0.0437
SOROS FUND MANAGEMENT LLC,Telephone and Data Systems Inc,TDS,3/31/09,SH,73000,1935000,0,0,0.0429
SOROS FUND MANAGEMENT LLC,ICICI Bank Ltd. ADS,IBN,3/31/09,PUT,145000,1927000,0,0,0.0427
SOROS FUND MANAGEMENT LLC,Internet Brands Inc,INET,3/31/09,SH,317258,1862000,317258,1846000,0.0412
SOROS FUND MANAGEMENT LLC,Commercial Metals Co.,CMC,3/31/09,SH,150000,1733000,0,0,0.0384
SOROS FUND MANAGEMENT LLC,Yahoo! Inc.,YHOO,3/31/09,SH,130800,1676000,130800,1596000,0.0371
SOROS FUND MANAGEMENT LLC,Microsoft Corp.,MSFT,3/31/09,SH,86050,1581000,181050,3520000,0.035
SOROS FUND MANAGEMENT LLC,Radware Ltd.,RDWR,3/31/09,SH,533332,1552000,92530,249000,0.0344
SOROS FUND MANAGEMENT LLC,Airgas Inc.,ARG,3/31/09,SH,44600,1508000,0,0,0.0334
SOROS FUND MANAGEMENT LLC,Google Inc. Class A,GOOGL,3/31/09,SH,3800,1323000,43900,13506000,0.0293
SOROS FUND MANAGEMENT LLC,Formfactor Inc,FORM,3/31/09,SH,66666,1201000,0,0,0.0266
SOROS FUND MANAGEMENT LLC,MasterCard Inc. Class A,MA,3/31/09,SH,70000,1172000,70000,1001000,0.026
SOROS FUND MANAGEMENT LLC,Extreme Networks Inc.,EXTR,3/31/09,SH,766666,1165000,0,0,0.0258
SOROS FUND MANAGEMENT LLC,Vignette Corp,VIGN,3/31/09,SH,166666,1113000,0,0,0.0247
SOROS FUND MANAGEMENT LLC,Cardiovascular Systems Inc,CSII,3/31/09,SH,148780,1055000,1487808,1384000,0.0234
SOROS FUND MANAGEMENT LLC,"Discovery Communications Inc, Class A",DISCA,3/31/09,SH,65500,1049000,65500,927000,0.0232
SOROS FUND MANAGEMENT LLC,SPDR Gold Trust ETF,GLD,3/31/09,CALL,11000,993000,0,0,0.022
SOROS FUND MANAGEMENT LLC,Teradyne Inc.,TER,3/31/09,SH,226666,993000,0,0,0.022
SOROS FUND MANAGEMENT LLC,Vulcan Materials Company,VMC,3/31/09,SH,19500,864000,0,0,0.0191
SOROS FUND MANAGEMENT LLC,Conexant Systems Inc.,CNXT,3/31/09,PRN,5000000,841000,0,0,0.0186
SOROS FUND MANAGEMENT LLC,Zimmer Holdings Inc.,ZMH,3/31/09,SH,20000,730000,0,0,0.0162
SOROS FUND MANAGEMENT LLC,Silicon Graphics International Corp,SGI,3/31/09,SH,136666,555000,0,0,0.0123
SOROS FUND MANAGEMENT LLC,Digirad Corp,DRAD,3/31/09,SH,473652,507000,473652,275000,0.0112
SOROS FUND MANAGEMENT LLC,Rockwood Holdings Inc,ROC,3/31/09,SH,52284,415000,0,0,0.0092
SOROS FUND MANAGEMENT LLC,Clean Energy Fuels Corp,CLNE,3/31/09,SH,56306,343000,56306,340000,0.0076
SOROS FUND MANAGEMENT LLC,Allied Nevada Gold Corp,ANV,3/31/09,SH,53837,315000,0,0,0.007
SOROS FUND MANAGEMENT LLC,Sprint Corp,S,3/31/09,SH,80000,286000,80000,146000,0.0063
SOROS FUND MANAGEMENT LLC,GLOBAL SHIP LEASE INC NEW WT EXP 08/24/2010,GSL-WS,3/31/09,SH,3750000,263000,3750000,638000,0.0058
SOROS FUND MANAGEMENT LLC,Greenlight Capital Re Ltd,GLRE,3/31/09,SH,10000,160000,10000,130000,0.0035
SOROS FUND MANAGEMENT LLC,Rovi Corp,ROVI,3/31/09,SH,171,3000,171,2000,0.0001
SOROS FUND MANAGEMENT LLC,Ciena Corp,CIEN,3/31/09,SH,0,0,20000,134000,
SOROS FUND MANAGEMENT LLC,"Texas Instruments, Inc.",TXN,3/31/09,SH,0,0,127500,1979000,
SOROS FUND MANAGEMENT LLC,Goldman Sachs Group,GS,3/31/09,SH,0,0,18000,1519000,
SOROS FUND MANAGEMENT LLC,Hewlett-Packard Co.,HPQ,3/31/09,PUT,0,0,100000,3629000,
SOROS FUND MANAGEMENT LLC,Schlumberger Ltd.,SLB,3/31/09,SH,0,0,1705028,72174000,
SOROS FUND MANAGEMENT LLC,Verizon Communications,VZ,3/31/09,SH,0,0,10000,339000,
SOROS FUND MANAGEMENT LLC,"Avnet, Inc",AVT,3/31/09,PRN,0,0,16000000,15910000,
SOROS FUND MANAGEMENT LLC,Omnicom Group Inc.,OMC,3/31/09,PRN,0,0,96000000,95645000,
SOROS FUND MANAGEMENT LLC,Symantec Corp.,SYMC,3/31/09,SH,0,0,160000,2163000,
SOROS FUND MANAGEMENT LLC,Mylan Inc,MYL,3/31/09,SH,0,0,10000,99000,
SOROS FUND MANAGEMENT LLC,Informatica Corp.,INFA,3/31/09,PRN,0,0,15765000,14805000,
SOROS FUND MANAGEMENT LLC,Kinross Gold Corp. ADR,KGC,3/31/09,SH,0,0,10000,184000,
SOROS FUND MANAGEMENT LLC,CA Inc,CA,3/31/09,SH,0,0,136804,2535000,
SOROS FUND MANAGEMENT LLC,Cymer Inc,CYMI,3/31/09,PRN,0,0,30498000,30455000,
SOROS FUND MANAGEMENT LLC,"Cadence Design Systems, Inc.",CDNS,3/31/09,SH,0,0,400000,1464000,
SOROS FUND MANAGEMENT LLC,Harmonic Inc.,HLIT,3/31/09,SH,0,0,20000,112000,
SOROS FUND MANAGEMENT LLC,JetBlue Airways Corp,JBLU,3/31/09,SH,0,0,3379177,23992000,
SOROS FUND MANAGEMENT LLC,CONSOL Energy Inc (DE),CNX,3/31/09,SH,0,0,1207193,34502000,
SOROS FUND MANAGEMENT LLC,"Fidelity National Information Services, Inc.",FIS,3/31/09,SH,0,0,150391,2447000,
